"em","sector","fuel","units","X1750","X1751","X1752","X1753","X1754","X1755","X1756","X1757","X1758","X1759","X1760","X1761","X1762","X1763","X1764","X1765","X1766","X1767","X1768","X1769","X1770","X1771","X1772","X1773","X1774","X1775","X1776","X1777","X1778","X1779","X1780","X1781","X1782","X1783","X1784","X1785","X1786","X1787","X1788","X1789","X1790","X1791","X1792","X1793","X1794","X1795","X1796","X1797","X1798","X1799","X1800","X1801","X1802","X1803","X1804","X1805","X1806","X1807","X1808","X1809","X1810","X1811","X1812","X1813","X1814","X1815","X1816","X1817","X1818","X1819","X1820","X1821","X1822","X1823","X1824","X1825","X1826","X1827","X1828","X1829","X1830","X1831","X1832","X1833","X1834","X1835","X1836","X1837","X1838","X1839","X1840","X1841","X1842","X1843","X1844","X1845","X1846","X1847","X1848","X1849","X1850","X1851","X1852","X1853","X1854","X1855","X1856","X1857","X1858","X1859","X1860","X1861","X1862","X1863","X1864","X1865","X1866","X1867","X1868","X1869","X1870","X1871","X1872","X1873","X1874","X1875","X1876","X1877","X1878","X1879","X1880","X1881","X1882","X1883","X1884","X1885","X1886","X1887","X1888","X1889","X1890","X1891","X1892","X1893","X1894","X1895","X1896","X1897","X1898","X1899","X1900","X1901","X1902","X1903","X1904","X1905","X1906","X1907","X1908","X1909","X1910","X1911","X1912","X1913","X1914","X1915","X1916","X1917","X1918","X1919","X1920","X1921","X1922","X1923","X1924","X1925","X1926","X1927","X1928","X1929","X1930","X1931","X1932","X1933","X1934","X1935","X1936","X1937","X1938","X1939","X1940","X1941","X1942","X1943","X1944","X1945","X1946","X1947","X1948","X1949","X1950","X1951","X1952","X1953","X1954","X1955","X1956","X1957","X1958","X1959","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023"
"CO2","1A1a_Electricity-autoproducer","biomass","ktCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CO2","1A1a_Electricity-autoproducer","brown_coal","ktCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898456058989903,1.85393799686253,2.96320527009154,3.53660051636776,4.50961693984852,5.64807325942372,6.69794595562951,7.12809152000836,3.6341516518307,4.78825052127104,8.19165808444541,10.1215514892668,11.2631566392407,11.0451228781225,10.3157409630802,12.4228501593906,14.3918394213812,15.4841613278971,17.8149350403276,15.07366031787,13.6688549716057,12.5018379012147,12.1057593939278,12.5409039005012,13.3582591393681,13.7277968045142,15.2073329719766,16.1922709355438,15.8915555019258,16.4718876033017,17.8945802993209,18.245967628755,18.1725485355756,14.8283440686845,6.88722018310505,10.2897608626629,15.2888940868289,19.4478754662593,26.076635494182,24.7922078844095,28.5630557092081,304.459337763897,615.751137990503,949.872937183773,1354.93458894136,1746.86052057567,2153.58448101739,2528.11165551937,2905.09339746392,3412.31640651618,3954.77563276152,4542.38617819224,5147.87917766425,5702.9553394286,5911.86830420888,6461.25511592218,6823.44875436461,7511.51985970725,8213.36176326809,8942.98886951333,9304.511970092,8774.892983752,9757.194784758,15926.734922982,14867.041407376,15416.587941974,14746.682364282,13532.121412322,14048.99194111,16520.507504836,18895.225701388,18354.09128812,16484.921796692,17337.174175658,19213.44430483,19031.00942994,18617.647219992,17840.45895245,17061.73941401,19571.627303352,22440.807541886,15453.5906487071,12442.470291363,11048.6131040372,9498.6524425526,7162.03901211487,7038.85722540122,4992.76514953124,4405.72583898068,3836.85095207421,6911.83837427924,5027.7541497252,4521.16449346894,4444.3474396566,4327.12162721723,4039.28165919654,2307.85051706657,2602.48645480219,2490.83132949597,5298.33740226246,3210.17359032079,3156.99855799706,2538.47056920341,2694.71034253778,2506.95324060131,2449.04817633284,2509.95815422192,2451.536242464,3030.17561117806,3743.007479596,3863.911726144,3632.48520808,3486.15972814586
"CO2","1A1a_Electricity-autoproducer","coal_coke","ktCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.9507850516357,120.679334729047,188.184813880897,273.871949135599,360.034338453773,440.633569884943,505.619827136185,568.441453824778,678.218502125635,772.588341195768,885.611152209527,1000.35273039248,1095.11478194752,1132.32365916042,1174.74120731626,1204.62145151638,1310.52981406292,1452.75497602981,1563.23897842341,1709.53847459626,1685.02896241567,1896.42350497327,2374.3589924948,2555.11664482667,1859.65923670239,1948.50621835703,2205.85609625324,2224.23823038868,2420.31432783341,2153.77338286948,2242.62036452412,2392.74112663025,2077.18115730513,1969.95204151504,2037.35320001167,1905.61457204099,2040.41688903424,2208.91978527581,870.087682410999,125.611249925532,131.738627970679,137.866006015827,128.674938948105,122.547560902958,143.993384060975,134.802316993253,128.674938948105,125.611249925532,131.738627970679,128.674938948105,153.184451128697,140.929695038401,153.184451128697,162.375518196419,131.738627970679,787.368078801503,909.91563970446,765.922255643485,1292.8767675262,563.718780153605,410.534329024908,572.909847221327,738.34905444032,1473.63441985807,21.4458231580176,18.3821341354436,18.3821341354436,18.3821341354436,18.3821341354436,21.4458231580176,24.5095121805915,22.2116923227602
"CO2","1A1a_Electricity-autoproducer","diesel_oil","ktCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104580778119106,0.001151010723233,0.00125633040874045,0.00226961279563933,0.00342375448560555,0.00419466195795263,0.00503637934656279,0.00773373799266682,0.0151259675838594,0.0153096080680448,0.0161244402116086,0.0140064538004019,0.0162411331767087,0.0380548557639955,0.0626078437685645,0.10413600900888,0.177375965220632,0.262807753189747,0.328471768773178,0.425033716854433,0.49888337196761,0.712673763096535,0.799500877962997,0.911696794220075,1.36972549543427,1.79168211586162,1.91647589831675,2.49581363117994,2.77992411334511,2.85557863942723,3.57726915667692,4.49310538316425,4.78312958643485,5.78804809296731,5.40964550400959,7.58123012640999,7.69216018045106,8.94778765043408,10.3187239950867,11.2573829863547,13.4077387179528,15.4228983247121,14.8950401974368,13.7397736057432,14.6299758792697,10.9494406246698,12.7193008047932,13.6969305896765,13.9888356831688,15.2651665300463,16.121420489518,15.4138867754162,15.8404973885177,15.5228223014413,16.3580822960623,18.0962357892547,19.5585323329046,17.5380452829514,7.49163959412052,9.10241523809049,8.07718373191475,7.99504272672453,9.96709968258934,11.3744398942004,11.9472678719189,12.8903679258574,15.5640671395474,18.9834022178176,18.7858996002476,23.3465314459898,43.7477462052615,53.620271204736,51.2489336628476,52.3885371590305,60.0641307976589,63.9982810486975,70.4268732981874,74.5144724067212,79.910386214374,81.3099842748059,84.3885972448373,87.4597627606076,83.846104577199,74.7253327707161,101.935421057629,53.2251335571483,61.3422735394941,74.8802161227964,83.6655165353688,98.0178102967506,110.391017294677,120.425917267067,218.592059990381,326.234329390637,453.935061659802,627.960420694164,904.632633279975,1168.24326597658,1416.56692532773,1687.36875972448,2228.29926123224,2496.63819168352,2877.78402693651,3319.68101696364,3931.09912225489,4467.91081996635,5326.75745927561,6121.79927747007,7446.2464903365,7931.7123104192,8967.99133865572,10059.407910119,10489.3420736322,11390.7800941131,13494.4208279092,13134.4895635651,14311.5322489551,14994.8742397844,15019.0393617095,14787.8925943695,17687.153997207,18533.9396556648,17104.1844647132,16487.6604667532,22429.2927446549,22761.0895976892,23240.1273679073,24587.8580261982,29622.121797713,31720.9875142776,31642.8413954625,34547.8361390109,40005.907771552,38111.547753855,35954.1333986087,37843.5508522715,39965.3026777121,43536.8669790581,50553.2048300484,47609.6191665973,44941.4403087171,46720.2262139706,43035.1428690368,42984.1382552661,41826.971080343,36394.9797137625,38396.9108042628,41061.9018737824,35862.6190575307,33647.1061468654,40660.2405403381,32320.986188827,33184.8768345684,38119.5732168846,46506.6443938057,44338.9483085505,40602.8603498461,45422.7963511781,46315.3770921656,39365.9984659063,36445.9843275331,35929.5626131047,34957.2871631006,35831.3001182024
"CO2","1A1a_Electricity-autoproducer","hard_coal","ktCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7051546732494,97.7649910552943,158.158079313296,187.815762038235,215.971252331252,241.481113749726,239.234092447171,254.573993494764,242.560158610475,325.394459485794,355.002226017511,386.309904017998,388.282231590915,478.558354206955,482.904566556103,502.826367167775,589.031970542115,607.415488318335,666.519563007982,624.722234900648,571.283222687549,547.366351342644,582.723184476978,676.023325416443,753.261901166048,844.2645006763,975.028745165134,1050.02739750833,1133.29923082766,1160.27977671333,1101.91391224438,1073.57726678955,1031.14836210376,1011.49797010743,776.917830932854,892.437328839127,962.976857054581,1096.76021426084,1172.07780139914,1190.83832130654,1356.67420809888,1579.9401694433,1757.71671245108,2022.85860628003,2329.37888646935,2563.97703483157,2928.324370418,3154.61221970178,3331.28746908214,3746.0610216445,4102.00988074417,4463.41958028282,4923.14531799924,5584.62092467016,6048.67168479299,6209.81018634602,6652.94014983026,7029.69810650597,7268.98943478264,7609.01564450628,7602.47956386695,7872.50433948478,8092.05103581523,76598.998796942,59606.9749927212,64266.88395658,61851.1000570074,68807.3797233291,72610.3440209741,73440.7484800114,65854.527051994,74586.4813213169,76650.9446095195,76972.8039170966,78552.8590609222,78838.1223041911,84026.3371616445,79468.6925650406,79751.938950562,82759.3676768379,86175.4497632361,93341.3670817239,93034.0409087147,91474.5348355981,93944.0627559612,88134.7413187892,86542.9567568106,92367.2648371676,87506.7364244914,90716.4345719434,87973.3063914478,85345.4923942883,91405.5766671012,108136.97257787,104276.695411681,114140.329123935,128852.264002926,155091.641384071,175937.952295177,158632.657185523,182734.335141765,204508.904730475,201606.993060357,230519.255086062,211143.758587799,211660.873356808,212885.403404087,245301.204198113,244507.270319278,191451.317327806,184968.412627522,271768.812749926,275629.3442094
"CO2","1A1a_Electricity-autoproducer","heavy_oil","ktCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32088526025435e-05,1.45180505119232e-05,1.58253590195871e-05,2.85513843566426e-05,4.30138707648011e-05,5.26305716824879e-05,6.31101693183606e-05,9.67864653443144e-05,0.000189058831963776,0.000191113238143911,0.000201033484671085,0.00017324539814084,0.000199329052888812,0.000463504213275714,0.000756881574062341,0.00124974017429399,0.00211346524899121,0.00310942405400385,0.00385957285493276,0.00496043904130228,0.0057836987221666,0.00819829970939597,0.0091273994380022,0.0103309438667229,0.0154080869554939,0.0200107684297333,0.0212546415401237,0.0274895885485762,0.0304124133746418,0.0310333273817131,0.0386237846863809,0.048260976481575,0.051114822161613,0.0615445785259678,0.0572382154105428,0.0798274284490646,0.0806102941727286,0.0933299730343622,0.107134009638842,0.116350000164813,0.137956726213681,0.15650646278216,0.149136303016909,0.135794699243832,0.142785771156313,0.105569615222037,0.121192352396851,0.129018424027249,0.130307925337204,0.140665987036241,0.14700100609681,10.0285182279764,25.2730409025518,46.1087472848745,72.8011850415194,105.595634811933,121.228853126044,138.515174156289,157.453706059714,178.323244972597,201.026189355824,203.768997437276,203.47660301137,199.998103365378,193.192365765676,182.814675836963,203.303982097676,224.979457412855,247.826933581582,271.966858484805,297.566064850529,312.050390792915,326.329859275951,340.94689334836,355.700629174608,370.209781983677,388.857632536555,409.066508715855,428.08910780491,450.541482511629,468.423570453517,476.609403228269,486.229015757854,495.494600333352,503.552830062104,510.31952529579,530.762025098091,550.337642934763,519.501174347751,517.145597622121,938.491206549463,1110.56727228686,1313.63413563728,1483.07130449121,1714.19172612423,2040.50860968669,2257.79082457327,2691.28042010999,2807.78619163341,3225.91107105584,3294.18626864976,3496.53058378761,3951.88741725924,4218.33684100917,4770.20760996678,5074.13312224785,6071.32787156762,5742.17662470954,6477.03819456837,7276.00812498393,8127.43029062053,9056.96576896891,10234.9305336534,13322.3704771555,73547.1458442061,68927.7675559648,69254.9669973765,72843.920396646,79123.4254597175,82938.4843182765,80141.872705314,69640.9280482269,51563.9354086913,50612.395079163,46614.990625488,43135.7085415411,44369.5877248893,44899.4042243478,43257.0531711804,41723.2061420111,42098.3890842334,41956.9355713029,44566.0076663738,44174.3224306263,42705.4012357437,43533.2420535934,44699.4820475078,76492.2650380099,85729.2608758732,78284.7239632496,63027.1249476015,67149.0953736541,42036.8594629589,46504.2568502473,46563.9058666622,42140.460386206,38523.8463383099,34703.1698658363,36122.1885721289,34618.4054740888,40272.5043458429,52594.7353684056,63529.3419038414,59623.9010396202,59988.0739819432,61972.1886332195,75066.71744726,71616.4927609424,73314.9200178103,77531.1636517726,82362.7339813837,87238.256217827,89746.6543291715,91514.2615315915
"CO2","1A1a_Electricity-autoproducer","light_oil","ktCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.653174186277,46.9720375068409,90.8126058465591,908.126058465591,955.098095972432,1127.32890016418,1020.85894848201,1496.84226188467,1525.02548438877,1772.41154859147,2113.74168780784,1681.5989427449,1806.85770942982,1888.27590777501,2029.19202029553,2235.86898532563,2129.39903364346,2232.73751615851,2210.81723198864,1982.21998278869,2004.14026695855,3814.12944555549,3306.8314404816,2270.31514616398,2495.78092619681,2949.84395542961,2185.76547865166,2439.4144811886,2242.13192365988,2339.20746784068,2016.66614362704,1838.17240110104,2289.10396116672,2145.05637947907,1728.57098025175,1562.60311439424,1180.56387600527,1418.5555327066,1612.70662106821,1653.4157202408,1246.32472851485,1496.84226188467,1359.05761853127,1349.6632110299,1253.45906970091
"CO2","1A1a_Electricity-autoproducer","natural_gas","ktCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023509070009779,0.0239611675099671,0.0244132650101552,0.0248653625103432,0.0759523800315937,0.0773086725321581,0.0786649650327222,0.106695010044382,0.108503400045134,0.110311790045886,0.0840901350349789,0.0854464275355433,0.907952300351091,2.59009914005889,3.47675732383654,6.10835836578356,7.07199932271572,7.20719404026863,9.10791083474781,12.0684712083385,15.8920765151959,19.8319377613483,33.8673758883747,44.3226063083325,79.2134626536337,71.4123076364705,82.4643938269102,128.436049021961,129.491193560286,163.721665232951,651.559298787201,732.138831059924,853.081944380006,834.487310146583,826.227820759593,843.365690489463,965.430522733818,299.426229739587,315.015863839854,789.789857489596,760.963903470695,702.709472790114,924.464700443157,1006.55010963561,1139.43306821994,1465.52015712144,1497.39099548646,1542.29486344337,1280.34267166752,2261.12201847116,2575.33750055398,2795.4352557433,2996.8478538512,3277.39711992445,3466.2210831514,3960.71907569347,4126.62696547038,4277.47254310513,4789.46503527147,5422.17975589604,5874.22931527826,6280.70524087394,6763.75633521463,7237.22195031013,7143.5399291846,7354.37856246519,7643.69892212877,7728.70449846674,7840.40862965841,9944.44224604823,10123.4362355503,11695.9397651342,40423.575330808,37929.0870213643,38599.772640661,38109.2679112024,35406.8356172287,41000.5206991396,39264.9570644038,38072.4096964457,38536.4634579175,45286.2250357145,53696.7929562422,53505.6673752546,57627.3957221623,61162.6840925974,67032.9699718356,72339.6104454813,83391.7159787984,90818.0730271875,93970.178557003,98713.7659535798,99863.0400709315,105597.875464081,111744.65376371,122673.176232152,138085.495135229,161150.33541253,121784.20218096,124059.13940112,129588.11322864,137548.71938544,145767.47530224,158872.40056512,171100.43274192,179915.46478752,180622.5283632,190341.92768448,218251.13786784,229220.06694048,252995.29891152,267109.50634896,287595.97383792,316540.486812,331879.44835584,351805.91648928,380209.07999184,400379.80249872,409910.88605808,428512.062670125,430194.179445522,430313.205206965
"CO2","1A1a_Electricity-public","biomass","ktCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CO2","1A1a_Electricity-public","brown_coal","ktCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493743008451216,0.0593300237304943,0.0396084249467156,0.0495807767355999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7175231047714,0,0,0,0,1.0022708175366,0,0,1.41120731832858,1.49821285237628,68.2728454957983,222.598180554332,379.869392994502,540.333346685978,703.832999659351,869.770139374681,1044.46443227047,1216.51068556125,1389.39554761983,1569.85291186472,1751.18170013232,1938.65802807613,2124.0385668633,2311.48447416745,2506.27954284183,2703.21685483369,4699.7367084433,4976.16884492924,5265.07564694373,5700.40995162403,6164.18983879267,6554.40100079578,6678.99881808658,7191.67618807576,7479.46287828802,7914.66960540018,8377.4746682689,8861.41819446201,9565.43771357603,10204.0861829048,11003.4308696442,11493.1192962397,11757.0351550402,12125.1700620558,12544.6006655675,13110.6736299494,13533.3458139661,14418.7355488849,14874.6169067337,15398.614001398,15436.9110792405,16232.6795351703,16547.6958094236,16980.7682457517,17290.9596756797,17915.0222566679,18870.4618997673,19976.571527436,20484.8364979634,20511.3651577611,20476.4850461367,20875.1766665647,22408.5291583129,24066.1742318333,21575.2661738803,21649.5840489512,23215.9907739602,22022.4734992627,18821.8857589733,18151.164093985,18305.1557748161,17898.3307843458,16463.7005408953,17568.1836063342,23234.0039812079,22037.9148536658,23150.3903015023,24576.6794194115,25933.6561319832,29970.6655899106,26598.4132803656,25354.3093611465,21814.633011495,21262.4225206883,21629.3074236469,22456.0926763878,24359.8396672523,28652.5774846888,32341.3460972459,35529.1614083605,39972.2403990102,38112.6628132434,40538.3720753006,45427.8917487739,43760.0203024387,27491.1885721618,34876.1604155355,40800.3443541689,44770.4438005925,47483.301155097,48247.4155606035,52704.470425237,57594.7710828298,61421.2429462375,66867.9434450567,73960.9550979347,80523.4740828601,85638.8881164036,91489.4213347157,98267.7599239151,105291.471119821,115818.434560613,123521.658639929,130592.261077071,138753.351235289,137814.853811087,143925.159149521,147295.421959124,157490.041724576,163621.862426998,177918.302156253,190674.494909002,207151.353235571,227213.823808724,229326.26319908,249930.637873175,280450.948148916,286811.10992753,282364.639872051,299235.707873379,309764.729902939,331441.451847672,351244.441402249,360039.87336086,373443.671558517,390962.250140096,393775.841762078,394050.849675595,405431.846305733,435679.198721502,522350.710116307,516125.358345191,516213.379982985,507815.553603158,510041.00981397,517475.373126974,529214.874751139,538371.144577632,541856.400246885,521334.094563349,545782.790755724,560259.204094825,562936.691636666,569895.349178461,567818.994449296,531969.468791847,537668.405238716,557410.059014184,548662.132416481,532729.529629527,526774.634723754,563467.375179405,564270.293128111,530286.669779347,537771.510735323,535589.033822137,535358.87926434,526801.626964023,504436.686330247,454144.685829069,395069.799125577,428659.364073782,444130.833662997,393976.359281314
