"em","country","fuel","units","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023"
"CH4","stp","heavy_oil","ktCH4",0.000246915840483042,0.00019807477942012,0.000192300739298321,0.000263459625586775,0.000336116983162161,0.000336259469260842,0.000593010737119087,0.000478091578373701,0.000580885189039886,0.000619894682725328,0.000695054661289749,0.000797656227278553,0.000669811245988674,0.000758815665022216,0.000725993776197597,0.000779679551969105,0.000748124517048546,0.000791612008416644,0.000746610412664952,0.000751403614400764,0.000627651583237066,0.000640264211112751,0.000586939574294245,0.000559475351202727,0.000631521434700382,0.000619502828139158,0.000654018790937403,0.0006269120443952,0.000689608758007956,0.000708284384895,0.000670635044663101,0.000741595517563219,0.000804393886123691,0.000944111489690708,0.00106744002802518,0.00115615891057703,0.00122974773692178,0.00128924400346853,0.00127318274833333,0.00140720283387124,0.00162762092588114,0.00150666667044197,0.00144085478834395,0.00134584382577344,0.00151874163495265,0.00189741049991937,0.00197881440419706,0.00225467431196446,0.0024340135095887,0.00243156078610601,0.0024003132857785,0.00218851169134694,0.00228197448164032,0.00215561852233855
"CH4","stp","light_oil","ktCH4",0.000660592493783681,0.00047993070213766,0.000510931085246671,0.000763430759722774,0.000903425917482779,0.00108291119342094,0.00227473662646074,0.00262445445667852,0.00298809706608089,0.00268863374090875,0.00329199598248084,0.00405213744646281,0.00461571530664354,0.00507396376648384,0.00491037124153238,0.00503043645269873,0.00480912360430159,0.00362989035541372,0.00480796254456078,0.00465424723965181,0.00479547850281346,0.00464592750997285,0.00464930902383,0.0045334793543065,0.00544781425597092,0.00554540176120795,0.00547881555374737,0.00525647586779218,0.00517790121424912,0.00530311168401276,0.00486611603488979,0.00472510177727312,0.00536690067657616,0.00596194051601068,0.00665149368414947,0.00708628437025801,0.00754593117355761,0.00791307952999181,0.00805434748592598,0.00940610148248687,0.00971676483088446,0.010508641736475,0.0112298306455522,0.0122615610825778,0.0113836008472185,0.0126597842731683,0.0137426611491629,0.0143104527603235,0.0133165786045471,0.0148144073454982,0.014236112871207,0.0154721477248757,0.0155399325376926,0.0143530449100745
"CH4","stp","natural_gas","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","stp","process","ktCH4",0.340645749899943,0.345228131644842,0.329951311922446,0.344994529575084,0.341636854093974,0.35256648964511,0.373073385808904,0.380850084319337,0.391658812394354,0.400777687320427,0.411310686253825,0.427785601237949,0.435474559059999,0.446902211067834,0.457491950845969,0.467759241206037,0.477752280176839,0.488043390683164,0.497718067202933,0.508508889181711,0.907259914267455,0.94786010728584,0.976311830326213,1.00177640780612,1.04661948843477,1.07884552260264,1.12040193501117,1.1494533236321,1.17617103230212,1.28209696084551,1.32051669904074,1.27639915546592,1.31952701369521,1.37040332504711,1.38162044019071,1.4108074292021,1.43113920464614,1.43272322938186,1.46179803902181,1.51287521013002,1.54067695118759,1.56890777643079,1.61160758789116,1.66077861019002,1.71028164516736,1.71754295423816,1.76192002767837,1.79670308400299,1.82395890032282,1.88297927947672,1.91982014947062,1.88575980848571,1.93693295095819,1.97082505111454
"CH4","sur","biomass","ktCH4",0.280914147267927,0.290010626690267,0.27110964082342,0.280991488789693,0.276527702399036,0.259559730163609,0.250057868379696,0.261395872480172,0.263948797802859,0.265651530062959,0.258892227894035,0.247018435601825,0.252937402321028,0.252816781546178,0.253157556871388,0.2540269317907,0.257556122751108,0.248725027952075,0.246948237611337,0.243863268406322,0.229700611332905,0.226216871031065,0.2175324830583,0.231618889113854,0.237747258755084,0.238662403838744,0.236997511001424,0.24667319886661,0.236604971115478,0.239075285769292,0.517633363590122,0.525401569209114,0.306853218745631,0.285587984853109,0.289980539883419,0.278259629459714,0.284978335839818,0.291096996731771,0.29783603212485,0.303941207373892,0.313949916371063,0.312175902530757,0.334093611217328,0.351410786317732,0.3379909211895,0.336215790612917,0.298754110050848,0.29680031634096,0.295015388431634,0.293404878306793,0.250106979315482,0.248174837336744,0.248114530213269,0.245887970562108
"CH4","sur","brown_coal","ktCH4",1.81454316551911e-05,1.71489557296868e-05,1.6774465053152e-05,1.84563751419318e-05,1.92471588358497e-05,1.83103671413758e-05,1.6418966497785e-05,1.60975473688912e-05,1.4384591855212e-05,1.38105665121575e-05,1.20473232231669e-05,1.00419789158982e-05,6.39364959562687e-06,7.26994140921632e-06,5.0208802738359e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","sur","coal_coke","ktCH4",1.56138071627296e-05,8.38544467489352e-06,0,4.92258691511091e-05,3.42233371070279e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","sur","diesel_oil","ktCH4",0.00125092713632005,0.000843719547636641,0.00113948860663951,0.00109875175836155,0.000966747319711302,0.00141641668961936,0.00118269408710002,0.00108506965772372,0.00137198366949106,0.00128230895160531,0.00174515674882211,0.00172850229314471,0.00143619913871475,0.00117386755008044,0.00116700595066218,0.00113262629470226,0.00151712040360866,0.00151431632280589,0.00166017526293676,0.0018737337657501,0.00483476965164065,0.00553214594030702,0.00519744210948703,0.00545775367710582,0.00542070771217157,0.00564013064898087,0.00510484976382395,0.00529392943450746,0.00628065400411521,0.00633769892881337,0.0162992624197516,0.0155281890417112,0.0264648497604278,0.0276452138160512,0.0299105952997968,0.0326906135151759,0.0330474236830859,0.0327440824684435,0.0334690257209971,0.0307673709774014,0.0383250758465873,0.0295792049711111,0.0416509417818199,0.03021284062689,0.0360622770633054,0.0345520087611691,0.0560355631197553,0.0485014162137866,0.0412001965411767,0.0538068717866925,0.0576799480287915,0.0572024641083074,0.0579951909333204,0.0583059501861792
"CH4","sur","hard_coal","ktCH4",0.000211771460527779,0.000247614238566603,0.000238133947533851,0.0002603946987298,0.000279269750663888,0.000216368015607058,0.000183276012695108,0.000178602449973712,0.000149022058649429,0.000143075248395794,0.000111523070099347,8.69029108470688e-05,5.11009996698019e-05,4.05752053330511e-05,1.73489250291995e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","sur","heavy_oil","ktCH4",0.00193476192106005,0.00165261927637982,0.00145554008867205,0.00192789807939757,0.00118401958217124,0.00214565098198141,0.00215162657876526,0.00183383699936961,0.0029364684662651,0.0026970269095946,0.00279309424837879,0.00293480085956123,0.00264436070001246,0.00168494713028366,0.0019325181908684,0.00212532070587539,0.00293170230214001,0.00306203837754349,0.00329481080145529,0.0033359225316464,0.0259516866767066,0.0338338106276723,0.0342295253697445,0.0350755434767909,0.0351895566765445,0.0359102571981021,0.0353096237201434,0.0338829055616375,0.0414730055740048,0.0410062458890289,0.0355896978162227,0.0372048770458147,0.0101815572264528,0.0131991853434886,0.0175452356480048,0.026104923369898,0.0185071278392243,0.0147061055134274,0.0142692874584128,0.0152284563148901,0.0208155056167545,0.0355659234665697,0.044063674062147,0.0451932171648672,0.0556690738391894,0.0594522525186498,0.0463780550334537,0.0378689653504403,0.035544940858482,0.0428722102338686,0.0432142080616931,0.0434212020037042,0.0472907218918845,0.0515719853160335
