"em","sector","fuel","units","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022"
"N2O","1A1a_Electricity-autoproducer","biomass","ktN2O",0.308527449142839,0.196433662375252,0.181955145313033,0.189204691386351,1.07394056490159,0.98929918879118,0.972615326198202,0.987136700028387,1.01609338862496,1.01473796180729,0.90149047443401,0.930937442100783,1.4084922124419,1.27061614933074,1.27536833374018,1.25372494101234,1.15945212529349,1.20687398387709,1.35060150557709,1.35938392132517,6.70489580065715,6.74657210143008,6.95546308198812,6.1993107097475,7.1746706897007,8.36027193900995,8.87895707985355,8.68305293703631,8.24467238517549,3.3545278094751,3.12518491174365,3.33891143683351,3.47786806290819,2.96765246003177,3.09533527548146,3.569684988906,3.71963492749412,5.17817785279054,5.75179751899634,6.05688220594704,7.58186295696669,8.20591452590807,9.09234685718327,9.50452282032833,10.3233905574737,10.9071875195731,15.1366472012492,15.2692280816663,16.4648813619844,18.0069117776546,18.8698752898824,21.6424237675044,21.6424237675044
"N2O","1A1a_Electricity-autoproducer","brown_coal","ktN2O",0.430265837379979,0.450658080339819,0.42445900388505,0.472272593626895,0.745852710141345,0.704839813279778,0.723015725041349,0.697936649375511,0.636209346843503,0.646843247403959,0.747699556469262,0.858026134923526,0.847104177828309,0.758423704823515,0.790139925385048,0.875242126641542,0.86999461728209,0.852561422749602,0.819143724116163,0.757205583407205,0.860476637534775,0.969709341114102,0.699275911987585,0.617858061504321,0.544181287949297,0.484650723092531,0.360976761231565,0.374100689705586,0.229579431252929,0.206116425520148,0.169363058191235,0.307913072257506,0.253188981230849,0.257264186725566,0.263571270027757,0.264443348463215,0.241295184979575,0.129536355478382,0.15453095429109,0.161470700250778,0.38087224082584,0.231234733053602,0.241333107831468,0.21429377640459,0.201203292706098,0.206191790433243,0.22329504204655,0.214911821490469,0.207817278052253,0.203383359576503,0.173988037985392,0.132584894063896,0.136884241030084
"N2O","1A1a_Electricity-autoproducer","coal_coke","ktN2O",0.0204846721976676,0.0224017797309043,0.022080607261644,0.0248507198090139,0.0314420095794083,0.0340317748111693,0.0245901393012754,0.025739644289267,0.0291090061738846,0.0293498855258298,0.0319251633651427,0.0282230307362468,0.0293872809373153,0.0313544623115344,0.0272193667698084,0.0258142372167947,0.0266974615072604,0.0249711594849865,0.026737608065918,0.0289456687920824,0.0109816919166608,0.00136143715856227,0.00150594522096511,0.00170905537890675,0.0017309997576738,0.00167416610924146,0.00204351294931458,0.00203136891390874,0.00197130653696809,0.00194647508204343,0.0020972950430818,0.00218037839461622,0.00278921255033971,0.00270928930154388,0.00314998475860099,0.00333637668000918,0.00261545070115887,0.0160044993865589,0.0182173531828655,0.0155093460123341,0.0230979227202683,0.00968030593924151,0.00718938563691271,0.0109772852835576,0.0145346836495714,0.0297137731107667,0.000665474130120716,0.000582211875452546,0.000554359202322205,0.000561482422944941,0.000554384535774038,0.000461987113145032,0.000460657068506871
"N2O","1A1a_Electricity-autoproducer","diesel_oil","ktN2O",0.046154960686933,0.0513191833999407,0.0544682861060922,0.0596244796708048,0.0780624648185248,0.0767058910068067,0.0855467084170245,0.0909206693753125,0.0934941626692954,0.091537914461552,0.112993969791285,0.119112162312814,0.108643610610718,0.103022940691371,0.138929024388007,0.141064685143729,0.143570189431806,0.150589183259789,0.187226029629341,0.204487316156723,0.214226934692237,0.246543128839568,0.25313452683429,0.23688545915867,0.20995419124081,0.238266024379037,0.255098518074252,0.258725054108315,0.288634342367427,0.229418999835568,0.228254532906474,0.233576197486128,0.212869225967208,0.191402727104711,0.198790035411423,0.176888893654676,0.283320908988409,0.287474781392649,0.251858711018627,0.219575456355482,0.255892878380742,0.216743591873445,0.216505379808723,0.245180857114349,0.258858208581634,0.250986320613953,0.239202555075033,0.245100136296762,0.241611814990883,0.193795662929666,0.180732285405625,0.171278052459178,0.177592409454136
"N2O","1A1a_Electricity-autoproducer","hard_coal","ktN2O",0.102526903582362,0.102455448159845,0.106553238552475,0.109413806841777,1.20667453364226,0.934371542077594,1.01188055103155,0.969021718319938,1.0932375124108,1.15141152567831,1.14811003104165,1.02988545427101,1.17854963333639,1.20494869817127,1.19842752634769,1.21155001322196,1.20703993948857,1.27016111779967,1.18647496836377,1.18499401578057,1.20078957170979,1.33552476949842,1.53993342816609,1.63171597722775,1.60106551051543,1.69989593573983,1.63208618053064,1.63661721433898,1.75459801743107,1.65282110505463,1.69647484423299,1.55273991479014,1.55076114393339,1.75925884430106,2.23892321878291,2.17007973948162,2.32589900487022,2.7843408228427,3.44081405084462,3.90983992552092,3.33629886295612,3.98397255035993,4.52519022121722,4.66800010566564,5.31346172262174,5.03780805230412,5.84630465221559,5.81942612065538,6.74222115076964,6.67456866858851,5.16879645751928,4.81123614820104,5.43992454185217
"N2O","1A1a_Electricity-autoproducer","heavy_oil","ktN2O",0.0429795686226607,0.0476519250169694,0.0537034877484573,0.0765548939376663,0.627543864842207,0.576614006305742,0.58110169728248,0.606531952416591,0.657715922884689,0.684175747956449,0.658867486123399,0.572210940065475,0.423236784873249,0.416485434756367,0.385727267917182,0.35818704351171,0.367736529501561,0.364679502596247,0.34176548584229,0.327783320541483,0.341522026132785,0.392398719852228,0.444008639574615,0.437016362808469,0.43845449444417,0.450188768205639,0.47695206395816,0.914829514860613,0.809941213389055,0.619125028849505,0.487663519598766,0.534326398854815,0.303130019882098,0.394563974641453,0.410628514545786,0.362525450051099,0.554453259081233,0.479765632233401,0.451515313694177,0.38994880889734,0.37980350543491,0.415848989812044,0.400324923598233,0.353359127666665,0.343985238472645,0.343792401339615,0.392719469466638,0.374235908636668,0.387683158368811,0.405693504847622,0.407231405919506,0.421768069963162,0.45441345326014
"N2O","1A1a_Electricity-autoproducer","light_oil","ktN2O",0,0,0,0,0,0,0,0,0,0.00088652703114515,0.00030925361551575,0.000647660837137395,0.00733709108404463,0.00773612886108321,0.00914638932133237,0.00852017992157428,0.0125009107413937,0.0127214651250017,0.0146663529719537,0.0174217229426392,0.0138027580072476,0.0158445699222226,0.0170363225681055,0.0192391345232303,0.0225105047848436,0.021775926709621,0.0226104441720311,0.0196566568844634,0.0139271692611867,0.0140428125057805,0.035362259468929,0.0288729390221241,0.0176842499505949,0.0193246768627915,0.0244628130955094,0.0182826211930318,0.0332384276897201,0.0294983538783897,0.0325259069062296,0.0558080308840326,0.0485528851477068,0.0342520574659399,0.024211129803672,0.0196876447415157,0.0198328071868166,0.0212612930889322,0.0226314659742393,0.0247922368209797,0.018810537688617,0.014060820825007,0.0173822100298289,0.0154028316067477,0.0149038447068333
"N2O","1A1a_Electricity-autoproducer","natural_gas","ktN2O",0.0709281757809871,0.0902209591465583,0.108637627525481,0.131919896362792,0.609335437594913,0.57752679909627,0.610649701101657,0.608553594138857,0.552270359196038,0.617810460021444,0.59159877528832,0.555052214621788,0.534957416482393,0.566006608114117,0.560669395102978,0.545991071451226,0.590182223247308,0.61995885473812,0.648195701127573,0.699592468862174,0.81811611496601,1.01437729029239,1.03775913033728,1.11173547898277,1.34508817679272,1.52865440586515,1.65970563393322,1.77365050009774,2.10612505674218,2.31074243625192,1.41624096352638,1.5897675799497,2.04440592722947,2.25996203215171,2.56413882880662,2.78771994238252,3.00969467008477,3.7294686907346,3.67224298842073,3.5980472163512,3.92078432089152,4.13803227934692,4.49447273768816,4.76395721427399,5.6125597230799,5.75811185803753,6.10658131035065,6.62131892886558,7.43611661107651,7.86911336196268,7.97446633867029,8.13780976856023,7.83545043390515
"N2O","1A1a_Electricity-public","biomass","ktN2O",0.224879833825867,0.201155692234868,0.206085799888902,0.219767166786432,0.15291586994442,0.150401070678959,0.156658933954139,0.176934843501034,0.162851476387397,0.181865735028998,0.256857580314974,0.320554832633442,0.300611796111246,0.371732473841204,0.408243819266761,0.541137863330395,0.390481162896852,0.37177855785748,0.406555975700882,0.480097978224801,0.417708313787013,0.370967420718466,0.382723894819829,0.384461941872297,0.393946032916616,0.38852495497549,0.434642764717975,0.487759566561372,0.493958524717122,3.41358109825513,3.58412318276998,3.61360544870168,3.93830943648004,4.04984332590463,4.1210208208771,4.43973469717158,4.47133367911476,4.60077639288965,4.8189963802634,4.46362027955875,4.79846967668017,4.85085712744893,4.87156066898466,5.09588339918264,5.42742961619059,5.46308629104381,6.15998825214459,6.24254010164695,6.55168772517605,6.33897355521845,6.45600526034694,6.8736119447929,6.8736119447929
"N2O","1A1a_Electricity-public","brown_coal","ktN2O",3.93061345024612,4.24570807188703,4.64151941844741,5.1516080036657,5.20768636974977,5.75714635502062,6.51224530503906,6.67815906853602,6.70416049705689,7.16630835734995,7.41489006551763,7.9440494429479,8.41302028694969,8.75984034504764,9.0959118799733,9.53117679922117,9.81502239078598,9.85874837087547,10.1750823503055,10.8692487439007,13.2254747931732,12.7880431648254,12.8002666309675,12.6404776280141,12.8249044742997,12.9529180878389,13.1813731262436,13.0918373973333,13.2691989729146,13.1956936910896,13.9715656366866,14.7440893504196,16.5026422702189,17.9551646282256,19.3679067770774,19.459699420047,19.5583019690656,22.018245977458,21.9002182501526,22.681763506405,23.1502446046693,25.5070800739585,25.8684419668953,27.0520277132268,28.1831130701885,28.2214329492085,31.7868100885166,31.1953511053629,29.879844216123,26.5969207870291,23.0767395858783,25.2874390604122,25.1703562670038
