"em","country","sector","units","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023"
"N2O","abw","1A1a_Electricity-autoproducer","ktN2O",2.2322680607391e-05,1.70778944569033e-05,1.56415612371089e-05,2.09875107525181e-05,2.07015952063226e-05,8.95797502786403e-06,3.06632734862355e-05,1.44983747629088e-05,1.30408988222315e-05,1.25651289784456e-05,1.52101949904841e-05,1.26408081684312e-05,1.1041904326974e-05,6.51877519765901e-06,1.19077417375803e-05,1.40631954923457e-05,3.30227777137327e-06,7.06905420123489e-06,1.07574863668905e-05,9.39314903142566e-06,4.28548006907807e-05,3.5464428744286e-05,3.28653380429573e-05,3.32114344777737e-05,4.32693256832396e-05,4.71017937475608e-05,2.91857899138196e-05,5.42570194926579e-05,7.79037299467999e-05,7.54168802109168e-05,5.12341708428784e-05,5.57792694095653e-05,0.000167060362827567,0.000167629644810767,0.000187989554481776,0.000149476830594932,0.000139408607229762,0.000146301023526409,0.00014278221442908,0.000150949280697314,7.66352815109526e-05,4.93180895414804e-05,6.0865299395267e-05,0.000107792251039443,0.000117467443665428,0.000131274562632251,0.000112488522534892,0.000113594172882678,0.000137824980303804,0.000155986516391677,0.000148202938307216,0.000151122745007336,0.000158893493886086,0.000160194622490156
"N2O","abw","1A1a_Electricity-public","ktN2O",0.000114974124444478,0.000103897535242737,0.000127345198559681,0.00011665685721199,9.2688326969075e-05,9.64901881572782e-05,0.000158891508065038,8.5464103865568e-05,7.30740020211249e-05,7.43476310875574e-05,7.76226951014376e-05,8.84856571790189e-05,9.78190788230086e-05,4.47622563572585e-05,0.000120090842204534,0.000139655344125377,2.46900871714591e-05,6.63592140046559e-05,9.26634964276709e-05,0.000104319208066657,0.000838713990304763,0.000906958671248239,0.000836410743846306,0.000840221701588766,0.000960122511892854,0.00105726315474101,0.000706034861260444,0.00114553115610869,0.00115569212094092,0.00115509255831464,0.000906209815494708,0.000929147347761542,0.000867925817489301,0.00103942912064138,0.00105866936015505,0.00120603813157886,0.00142930039125557,0.00157490876440287,0.00159190262611008,0.00170101238616249,0.00164124496938191,0.00110514575878576,0.00137019005138662,0.00147813742342554,0.00154404792184589,0.00157055096945545,0.00157447734687909,0.00153815835571043,0.00157153256381136,0.001575458941235,0.0015047841476095,0.00153619516699861,0.00161374112111547,0.00167845103171926
"N2O","abw","1A1a_Heat-production","ktN2O",1.14414004209891e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43041896891117e-05,2.42565140161518e-05,1.51775872967658e-05,1.70290210106897e-05,4.53664553981636e-05,5.12735650331463e-05,5.26821905536021e-05,5.84790161510393e-05,4.01848536709848e-05,4.24972727309361e-05,3.4188314869561e-05,3.48707755092075e-05,3.87134790044283e-05,0,0,0,0,0,0,0,0,9.81594355909656e-06,9.81594355909656e-06,9.81594355909656e-06,1.07975379150062e-05,1.08705867973065e-05
"N2O","abw","1A1bc_Other-transformation","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1A2a_Ind-Comb-Iron-steel","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1A2b_Ind-Comb-Non-ferrous-metals","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1A2c_Ind-Comb-Chemicals","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1A2d_Ind-Comb-Pulp-paper","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1A2e_Ind-Comb-Food-tobacco","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39443615804337e-06,9.95935894174846e-06,8.07262603666875e-06,8.58029255029469e-06,9.13031485460766e-06,1.06588669661843e-05,8.28172812514936e-06,1.19659876847783e-05,2.44319363071851e-06,3.03049670926557e-06,2.68535011249278e-06,2.95637403185601e-06,5.3538160579262e-06,6.06429943155563e-06,6.2021953509249e-06,6.78234700786878e-06,7.1608415933813e-06,7.15910182536854e-06,7.14830352397956e-06,7.76271799258642e-06,8.17372528669422e-06,7.59225542434772e-07,8.30500901004656e-07,8.79886460997355e-07,8.53493551653035e-07,8.53878149349349e-07,8.53684148428897e-07,8.95753933049772e-07,9.37470298567015e-07,9.36394501070594e-07,8.07757309314573e-07,8.91756099742148e-07,9.33139208646973e-07,9.33139208646973e-07
"N2O","abw","1A2f_Ind-Comb-Non-metalic-minerals","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1A2g_Ind-Comb-Construction","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30438487572842e-07,2.16376055073612e-06,2.60654854873978e-06,3.79825060957384e-06,4.01878167499981e-06,4.28319104581233e-06,5.35398880726541e-06,4.28319104581233e-06,4.28319104581233e-06,5.35398880726541e-06,4.28319104581233e-06,3.21239328435925e-06,3.21239328435925e-06,3.21239328435925e-06,3.26915424160032e-06
"N2O","abw","1A2g_Ind-Comb-machinery","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1A2g_Ind-Comb-mining-quarying","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1A2g_Ind-Comb-other","ktN2O",7.0664022679033e-05,7.34365809229685e-05,5.70685354460275e-05,6.3952614832984e-05,5.97895083356561e-05,5.41298312164023e-05,5.24211840825246e-05,5.68625601347276e-05,5.38303341462828e-05,5.7825820139134e-05,5.80247377821842e-05,5.04803175773321e-05,5.36123594390643e-05,5.00406724735747e-05,4.97394348158107e-05,5.0029601123751e-05,5.27291890447572e-05,4.48214145748782e-05,4.57960554866021e-05,4.55443077598042e-05,0.00013216003270388,0.000150928547590781,0.000129158478011407,0.000121024125724862,0.000125075670255823,0.000136946138765463,0.000110714231897231,0.000133582384771362,0.000120930212043719,0.00012777992598232,0.000110466349976733,0.000110629267056472,0.000190940026233639,0.000185785515364389,0.000178139061921271,0.000167691790535085,0.000162041595396578,0.000148217707074376,0.000120651449969897,0.00014218548232144,0.000151304305122791,0.000219042985914314,0.000281958549227801,0.000217540513449499,0.000238404373348648,0.000247054990445211,0.000238926721956729,0.000377440191206075,0.000320914310676341,0.000282417939131124,0.00026789958117384,0.000311535450945475,0.000326098890595018,0.000341531822364406
"N2O","abw","1A2g_Ind-Comb-textile-leather","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1A2g_Ind-Comb-transpequip","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1A2g_Ind-Comb-wood-products","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1A3aii_Domestic-aviation","ktN2O",6.88774118869417e-05,7.62243726814407e-05,3.62122241694103e-05,3.85561299405742e-05,4.56446219153765e-05,3.01835750264075e-05,7.09292450098954e-05,3.21915701514483e-05,3.16898825537472e-05,3.13685129215966e-05,3.42709707972735e-05,4.08629248733713e-05,4.77383580592254e-05,2.2396336138447e-05,4.61539539983037e-05,8.42728718943801e-05,1.47646298830132e-05,4.17242538747443e-05,5.36132947298313e-05,7.70813030696144e-05,0.000261028540151075,0.000290748649362888,0.00022508357280391,0.00020397687513791,0.00028686686545619,0.00033386809773877,0.00024465983102677,0.000495071449694941,0.000418504694387,0.00043921363149271,0.000420978202703259,0.00032708260093952,0.00032922608568207,0.00036224615689633,0.000365585986534489,0.00039908711880118,0.00040279982291289,0.0004405385082984,0.00046364580050824,0.000418656603330751,0.00039880853364827,0.000394619253051931,0.00039771532763387,0.00048423438285579,0.000515753403852561,0.000519969092535061,0.000500689608973172,0.000543717622244304,0.000461573233272143,0.000610215460936053,0.000297284455327821,0.000309019368038129,0.000324665918318541,0.000371830224020221
"N2O","abw","1A3b_Road","ktN2O",0.00011908151210519,0.00013121593649245,0.000117164205269695,0.000140849500102706,0.000129613563165177,0.000159412084071302,0.000363689685279374,0.000190451296902525,0.000165145340092085,0.000142860057719324,0.000245693681328972,0.00029270767289566,0.000372597142919783,0.000199320470239695,0.000574824543858287,0.000632356780390538,0.00011531060419456,0.000302278965135595,0.000425130196738372,0.000494414402371147,0.00226233146357895,0.00261308558605797,0.00251415081154427,0.00261737348087734,0.00282810674577067,0.00366306743447588,0.00274145719764825,0.00540306279598679,0.00715591971144504,0.00865459796141978,0.00370458414806475,0.00382242078891604,0.00398177615295819,0.00459932744304214,0.00483244168330332,0.00543396728144457,0.00638686069017399,0.00665025777986642,0.00647601487277773,0.00672598386183511,0.00669248301764627,0.00322554204984242,0.00423325513962985,0.00468549349157811,0.00509615716913952,0.00489907916062759,0.00433044039080467,0.00440299543051679,0.00452711907954891,0.0046801398243232,0.00400702804064844,0.00423379986088509,0.00444458733460992,0.00462558592082078
"N2O","abw","1A3c_Rail","ktN2O",6.49281341248644e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1A3di_Oil_Tanker_Loading","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1A3dii_Domestic-navigation","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63196982517895e-06,2.73076144487066e-06,0.000243485039629699,0.000257799473868446,0.000153998743492034,0.000228524337693419,0.000204820808224467,0.000198829954862799,0.000190378626634806,0.00017841258346846,0.000160088313770423,0.000167027546974875,0.000211229168656204,0.000222498029104817,0.00024028733460632,0.000256871368463106,0.000280579340800946,0.000309985718984416,0.000387054403179348,0.000344857893250225,0.000336161362659028,0.000313949707768517,0.000293053295888158,0.000275147787011155,0.000582012898173451,0.000592262292737107,0.00062424392792284,0.00063787063015074,0.000654610329008287,0.000654610329008287,0.000654610329008287,0.000665182770392001,0.00063346544624086,0.000644037887624574,0.000678838840512631,0.000698851501160575
"N2O","abw","1A3eii_Other-transp","ktN2O",0,0,0,0,0,0,0,0,0,0,0,6.74022993266618e-08,7.87431420839896e-08,6.31453134529153e-08,1.96334515398288e-07,2.27042877582457e-07,3.97779733824735e-08,1.42492769703379e-07,1.23807169718115e-07,1.28454301576881e-07,0.000234840438453069,0.000247779491525734,0.000232570970473046,0.000240791778104427,0.000250116843735383,0.00032410597698745,0.000247655689507517,0.00044399126512713,0.000569127284434849,0.000693507890877513,2.06297405574036e-06,2.9232670680144e-06,3.57492657837463e-06,5.1064817773538e-06,5.75986014473832e-06,6.4918523910455e-06,8.08735148284299e-06,1.40149556681887e-05,2.32922168270143e-05,2.92259977534018e-05,2.23936715831614e-05,1.49825659639316e-05,2.38616274008349e-05,2.80267963619255e-05,3.10132149730354e-05,3.32185953148455e-05,3.08001198072095e-05,3.25126655266583e-05,3.40621954342986e-05,3.14796455882315e-05,3.25126655266584e-05,3.19961555574449e-05,3.25126655266584e-05,3.33437915289651e-05
"N2O","abw","1A4a_Commercial-institutional","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000244853092284682,0.000229231841760625,0.000123447944393469,9.16176727624552e-05,0.000119944079310534,0.000170587275927896,0.00011961622010061,0.000212457276283741,0.000258367310937488,0.00023027063630429,0.000115823838921832,0.000112659575838425,0.000103384765406384,0.000107626477545174,0.000113389210989187,0.000144933572749119,0.000134957039168198,0.000176201815096218,0.000176986773856398,0.000319136886876179,0.000355267213721975,0.000119985239448134,0.000153685607134985,0.000171444517113049,0.000163252212701148,0.00016700513713106,0.000217669616934865,0.000208287305860086,0.000178263910420795,0.00020641084364513,0.000155746363841326,0.000163252212701149,0.000174510985990883,0.000177567276127203
"N2O","abw","1A4b_Residential","ktN2O",0.000322861915345728,0.000311800362752324,0.000311374623207654,0.00030451518738859,0.000307246191147167,0.000371131127876236,0.000528172607964491,0.000377822023366238,0.000358449732100352,0.00036239467258256,0.000401359813615269,0.000424217510859001,0.000454447971723587,0.000374216108958816,0.000632168065320091,0.000681267493761841,0.000359703770459641,0.000417873182397731,0.000525000392947875,0.00057397306060788,0.00126482275358785,0.00158259500118028,0.00131208526137629,0.00132414281567776,0.0014450842729341,0.00140136275605781,0.000989629343125256,0.00166883084602123,0.0019154016747042,0.00163344338333758,0.000588868258824315,0.000587572702635885,0.000518224041648148,0.000563134087351975,0.000650752583412064,0.00078408902384108,0.000706159981285688,0.000918767969995274,0.000641180489325846,0.000793411879355892,0.000655331199765153,0.0002477493709648,0.000261929950734166,0.000333539779690961,0.000375283794379248,0.000393421441799622,0.000459288832939961,0.00040247944096406,0.000458738446910753,0.000461599209136122,0.000386198145794154,0.000385071675736225,0.000382559325991697,0.000388128544950785
"N2O","abw","1A4c_Agriculture-forestry-fishing","ktN2O",9.05215893710806e-06,7.54792587513287e-06,7.07112955509757e-06,7.07358032343774e-06,6.78982617449511e-06,5.52511236645998e-06,3.41728129686873e-05,1.89738906808992e-05,1.96728401986279e-05,2.19814035797859e-05,2.18178685357599e-05,4.02910681800499e-06,4.31927558063514e-06,3.39159553237779e-06,9.437317294279e-05,0.000114176843025031,2.45839795403276e-05,5.4996465199872e-05,7.50188480828523e-05,8.58016610468322e-05,0.00025839211452456,0.000278318509676079,0.000233682859297336,0.000231480191586162,0.000263490798709302,0.000229614156263941,0.000164257344765143,0.000306734446568649,0.000418597518980326,0.000285623624728723,6.05442794364118e-05,6.02597731228782e-05,4.36513453938065e-05,4.50529440886776e-05,5.95293357693233e-05,8.28191844280677e-05,5.52096978415358e-05,0.000104882032795368,5.27855290448906e-05,9.17518549769014e-05,6.36799722709201e-05,7.05795526165496e-06,5.29950369430982e-06,8.1640246244309e-06,7.50584885982291e-06,7.50584885982291e-06,7.50584885982291e-06,7.50584885982291e-06,1.87646221495573e-05,1.87646221495573e-05,1.68881599346015e-05,1.87646221495573e-05,1.87646221495573e-05,1.88915709674824e-05
"N2O","abw","1A5_Other-unspecified","ktN2O",0.00025646678152957,0.000256943889720531,0.000249829838296864,0.000304433673195543,0.000246610743635945,0.000134224980922125,0.000283838167383847,0.00015463495881275,0.000152057469915201,0.000188576750672012,0.000156443316211822,0.000189857104520092,0.000189640742497416,0.000104935793022177,0.000209194878269625,0.000247508947228907,4.66919532311376e-05,0.000116191762260188,0.000173612449649924,0.000200076552972675,0.000124056002936409,0.000128712105887163,0.000121471174662657,0.000121476930388505,0.000107532851516492,0.000106743189812413,9.02491975028513e-05,9.14203592287066e-05,9.59034357586119e-05,9.9257537669388e-05,0.000104388062187654,0.000117599660511534,0.000113889157998827,0.00015772260905526,0.000154595064517164,0.000151374509646341,0.000154746863708814,0.000159589836903087,0.000150632948646898,0.000151733461516917,0.000157929752900264,0.000108428555952303,0.000109938090637368,0.000116263408231835,4.86411800358528e-05,5.4135193423541e-05,3.81253341454235e-05,4.40312351977235e-05,5.59685375530721e-05,5.14065831197675e-05,4.54094116412156e-05,4.69433755119528e-05,5.06817223191892e-05,5.14418311760055e-05
"N2O","abw","1B1_Fugitive-solid-fuels","ktN2O",5.6762120782535e-06,5.5731047673018e-06,5.7584565916399e-06,5.941772844762e-06,5.8865266063487e-06,5.9734504942727e-06,6.91611770200838e-06,6.71651512532409e-06,6.8033256021409e-06,7.5762242990654e-06,5.2297223559621e-06,5.1856693663649e-06,5.0979310344828e-06,4.7781122376125e-06,5.7023559663632e-06,6.44886116886122e-06,6.61865840049599e-06,5.7016387665198e-06,6.23171666794161e-06,5.8141240544629e-06,1.7885402011843e-05,1.7835530505848e-05,1.4791914346895e-05,1.4983783783784e-05,1.5172276595745e-05,1.5031267605634e-05,1.566293393905e-05,1.5796040703053e-05,1.6481952040387e-05,1.6671079608693e-05,2.9821497466692e-05,3.0392657813353e-05,3.2094956828194e-05,3.2522026266417e-05,3.2854687886534e-05,3.332405926398e-05,3.3478820524727e-05,3.3338103176391e-05,3.3513247513166e-05,3.3410376237624e-05,3.332550297884e-05,7.1931612538831e-05,7.4178968609865e-05,7.356046692607e-05,9.3272751235585e-05,8.858347826087e-05,9.1509577388964e-05,9.358600798722e-05,9.5045656282999e-05,9.5190260869565e-05,9.3596777691712e-05,0.00010041898688609,0.00010484923630753,0.000105064131886119
"N2O","abw","1B2_Fugitive-petr","ktN2O",1.7361195128655e-07,1.74708324059425e-07,1.75916391645623e-07,1.77062733150774e-07,1.77903383587885e-07,1.78285497422935e-07,1.78091501168217e-07,1.77436028974246e-07,1.76671801304145e-07,1.76295566143481e-07,1.76642407932219e-07,1.78026835749978e-07,1.80310700748702e-07,1.8283853073442e-07,1.8468149515424e-07,1.85260544581201e-07,1.84131839099206e-07,1.81753915310316e-07,1.79525897718253e-07,1.79393627544581e-07,1.82673927851629e-07,1.8994878740355e-07,5.65154639791879e-07,9.87829588410662e-07,1.45490303107215e-06,1.95287655239546e-06,2.46714965211628e-06,2.99048780811667e-06,3.52082708517526e-06,4.06609743018093e-06,4.6362631313944e-06,4.6081464242415e-06,6.236708830333e-06,4.9233462261528e-06,4.9449185819816e-06,4.9161878762365e-06,7.1510691197887e-06,8.6627628134866e-06,8.95321099220621e-06,1.0239795045552e-05,9.0415414933456e-06,8.7696737584806e-06,2.5613792011429e-06,2.57458721554041e-06,2.58759510850764e-06,2.59880190860249e-06,2.60815758546739e-06,2.61628751857191e-06,2.62349189006146e-06,2.63014592761778e-06,2.63652479820748e-06,2.64267853218814e-06,2.64850706884461e-06,2.65393536264055e-06
"N2O","abw","1B2b_Fugitive-NG-distr","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1B2b_Fugitive-NG-prod","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","1B2d_Fugitive-other-energy","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","2A1_Cement-production","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","2A2_Lime-production","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","2Ax_Other-minerals","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","2B2_Chemicals-Nitric-acid","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","2B3_Chemicals-Adipic-acid","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","2B_Chemical-industry","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","2C1_Iron-steel-alloy-prod","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","2C3_Aluminum-production","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","2C4_Non-Ferrous-other-metals","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","2D_Chemical-products-manufacture-processing","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","2D_Degreasing-Cleaning","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","2D_Other-product-use","ktN2O",7.55795151206808e-07,6.53840000000001e-07,6.58240000000001e-07,6.62672999999999e-07,6.65807999999999e-07,6.67227e-07,6.66446000000001e-07,6.64026e-07,6.61133000000001e-07,6.59779999999999e-07,6.61056e-07,6.66237e-07,6.74795000000001e-07,6.84211000000002e-07,6.91196000000002e-07,6.93286000000002e-07,6.89084e-07,6.80163000000003e-07,6.71869000000001e-07,6.71352e-07,6.83638999999998e-07,7.10842000000002e-07,7.50585e-07,7.97543999999997e-07,8.437e-07,8.83564000000001e-07,9.15199999999998e-07,9.39960999999996e-07,9.60047000000001e-07,9.79054999999999e-07,9.99382999999999e-07,1.021878e-06,1.044912e-06,1.067187e-06,1.086107e-06,1.100341e-06,1.109152e-06,1.11342e-06,1.114883e-06,1.115983e-06,1.118359e-06,1.122583e-06,1.128347e-06,1.13505699999999e-06,1.141745e-06,1.147751e-06,1.153042e-06,1.157904e-06,1.16237e-06,1.166583e-06,1.170818e-06,1.17700000000001e-06,1.177e-06,1.17941234085156e-06
"N2O","abw","2D_Paint-application","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","2H_Pulp-and-paper-food-beverage-wood","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","2L_Other-process-emissions","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","3B_Manure-management","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","3D_Rice-Cultivation","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","3D_Soil-emissions","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032,0.0032,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
"N2O","abw","3E_Enteric-fermentation","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","3I_Agriculture-other","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N2O","abw","5A_Solid-waste-disposal","ktN2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
