"em","sector","fuel","units","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023"
"CH4","1A1a_Electricity-autoproducer","biomass","ktCH4",0.74413051495264,0.694269729059488,0.633807097596484,0.662722893536004,1.09878777430444,1.08572862894333,1.14121040529558,1.18392248426361,1.27425658849414,1.31866737501335,1.28512609650347,1.32704394002896,2.16975833585701,2.14719909089166,2.28576834550101,2.28005861815021,2.33282997741472,2.42270464430789,2.7178742648362,2.74540699848055,3.73228002118413,3.96639159130213,4.20039400243042,3.49696256366026,3.96496341006706,4.92296923761529,5.46273208092346,5.36231500038006,5.23034594500063,4.7794586067967,4.61324305766174,4.69482807355164,5.20206083953739,5.52198137574129,5.96760065903322,7.29631297480968,9.22298511420402,11.0680744544864,13.6585293105132,17.2177579702646,23.0533049358748,23.5573571588221,25.2727207488435,28.7575591868004,31.0444635868273,34.2058066048468,39.7335657761564,42.1314354952814,46.2148785453633,50.028765474226,53.9715499189551,63.7350576254524,69.6990912469484,69.4618884413933
"CH4","1A1a_Electricity-autoproducer","brown_coal","ktCH4",0.0851621598260811,0.0891733926350666,0.0838918275476279,0.0934682460460068,0.141295557051402,0.134143874502473,0.138023231294165,0.132213172741651,0.120795244233966,0.121765533184019,0.141141984983447,0.163857579299056,0.16166499846255,0.143532794667677,0.150903371888267,0.16716347031782,0.166749646255446,0.162516864610173,0.156709048777741,0.143546990419928,0.176618434858094,0.186819558613318,0.126055334311326,0.10959375659259,0.100252890849446,0.092897596940875,0.0768181848042513,0.0756652432430965,0.0550241087993812,0.0483388152440273,0.0411661709696502,0.0511771399315438,0.0484067759109567,0.0424944327876731,0.0421897529319209,0.0413190025410106,0.0396702529671938,0.0331331681926551,0.0376206774526218,0.0389253870007016,0.048169197800268,0.0409117279668966,0.0446924837177407,0.0365550031720696,0.0356396913537469,0.0352628558119998,0.0349721092121339,0.0351730735357659,0.0377938532844932,0.0479080590647491,0.0526397543093067,0.0572602404283478,0.0512378012230971,0.0470718186445284
"CH4","1A1a_Electricity-autoproducer","coal_coke","ktCH4",0.00454700591808868,0.00497254845131174,0.00490125743408864,0.00551614245763794,0.00692126969534868,0.0073570536890617,0.00536635553484031,0.00562764216540494,0.00637676918487375,0.00643023744779108,0.00699942290832359,0.00626469813848057,0.00652312807591433,0.00695978555640586,0.00604191370965836,0.00573001550930726,0.00592606580667081,0.0055428765890966,0.00593497718382369,0.00642510292723256,0.00301414556208139,0.000760473672663158,0.00080686055704589,0.000860373068109624,0.000814044531969186,0.000780761395406256,0.000960000148351782,0.000881483245931332,0.000829484109764608,0.000775825499617531,0.000892264162683145,0.000854269881818501,0.00102680175187396,0.00100471347430241,0.00109922889687208,0.00113779904594948,0.0010642354015857,0.00748338479289718,0.00962704966885644,0.00871394865524323,0.0148818515680919,0.00511036589877281,0.00389641586936439,0.00569945633937719,0.00784067976454999,0.0158353860966733,0.000284863931768558,0.00024865577547361,0.000234495094482325,0.000236477098611223,0.000228193020728594,0.000233516960058184,0.00028415415750093,0.000258245901381184
"CH4","1A1a_Electricity-autoproducer","diesel_oil","ktCH4",0.0582910146396422,0.0636348429210932,0.0631340900634588,0.0710374280169875,0.0796611346318881,0.0667961779241242,0.0786117602239208,0.0845209803803104,0.0870762857793927,0.0851087807582088,0.128834744335854,0.143096128360457,0.116504868097694,0.112234509467859,0.194725650883232,0.209276585413499,0.199676523033078,0.218721840201883,0.293181378227208,0.308992813306809,0.276892426247893,0.325048188463715,0.41006952502343,0.393739587680515,0.373623045771885,0.390931935469862,0.470551330573769,0.505662240895042,0.545487532518106,0.596712847806786,0.591311667396959,0.583002561519868,0.564655908611784,0.518712088285997,0.535706391729219,0.464080534816935,0.492406847257166,0.515361869370166,0.418820008295645,0.381018572066297,0.427240770541569,0.347152167000418,0.380434283059429,0.439100695581539,0.492533642776557,0.462694950601832,0.465754245118117,0.514658484867839,0.519861894822749,0.383883967773172,0.375547617591029,0.335288495551887,0.305781214910847,0.313742417662402
"CH4","1A1a_Electricity-autoproducer","hard_coal","ktCH4",0.0692746064661205,0.0716856598176666,0.0725112879728896,0.0727087492101336,0.292058615552739,0.245980163854641,0.268805000381711,0.256209393927045,0.272277791608727,0.286197855969811,0.307148679590329,0.278335339283124,0.314896255174975,0.336661875814837,0.340670316235362,0.39363274296561,0.40563333353197,0.448556266823133,0.44900935964928,0.460686665642111,0.502886738733826,0.527307839356376,0.577327420989805,0.587106038601462,0.61087983479193,0.616836618214708,0.633819230628186,0.633218890791469,0.696477757012294,0.764881450755287,0.846307454608762,0.894428459638501,0.879082390170771,0.94644533599758,1.21525748838189,1.19625610348347,1.41447664955183,1.66152988237388,2.06841327261777,2.47058657994897,2.19435478145463,2.38092412657143,2.85344391811352,2.80255889390199,3.23991585906777,2.97878567367362,3.12394744674963,3.18360618558862,3.71691228926428,3.72713272471001,2.8422908241257,2.72975406000391,4.07813297951873,4.16633707418041
"CH4","1A1a_Electricity-autoproducer","heavy_oil","ktCH4",0.314696664251656,0.358237876181106,0.392181325653177,0.526362993679626,1.74713285374223,1.75755538587388,1.7992745064373,1.97502878619357,2.09655217478663,2.27820988086914,2.26703915732728,2.00093959542785,1.53585097951347,1.44739368313441,1.30504162278484,1.20388148838792,1.23591730704389,1.28495379968083,1.28004481072567,1.20387352773499,1.15983395514664,1.10986296707878,1.18580516368648,1.22478135966017,1.20841454088579,1.22971905583232,1.26141508003984,1.46065858009627,1.54149439865922,1.39072239613257,1.34030609159162,1.36315266558764,1.23601822250941,1.32268735281379,1.22604163094297,1.09864617429185,0.986821068287239,0.904257275140386,0.926560935141429,0.849363514511089,1.01438975349562,1.05459183063356,1.11674173922332,1.05328449134371,1.14099184742217,1.23660178950247,1.4149378753162,1.39462414291132,1.67622622276944,1.85984267438758,1.8358120148928,1.98449782011681,1.97590616117588,2.04204039280477
"CH4","1A1a_Electricity-autoproducer","light_oil","ktCH4",0,0,0,0,0,0,0,0,0,0.00119045112375085,0.000415273647820063,0.000819341033143872,0.0114499387043481,0.0121809118804671,0.0144167526046862,0.0136859868278541,0.0200519882478848,0.0204721670128012,0.0240757526858993,0.0289414655629586,0.0231146303524396,0.0242671835457292,0.0254347553653357,0.0275033204216141,0.029040340505137,0.0271000539631221,0.0321106390466931,0.0319616287177642,0.0281511542765541,0.028322440294821,0.0737411425162304,0.0621221160154354,0.0348264213250563,0.0391302364563911,0.0551580168586757,0.0413852250863852,0.0458461162968411,0.0468147772745733,0.0488742286872072,0.0448039938504926,0.0389300462648274,0.0393530242489763,0.0358719014173439,0.0301380019413929,0.0282282463037673,0.0229355096089903,0.0297345250368639,0.0351201782651017,0.0356758712583238,0.0286757412732219,0.0490582353805806,0.0581537148280788,0.0530840651977918,0.0370194469143456
"CH4","1A1a_Electricity-autoproducer","natural_gas","ktCH4",1.82879689836881,2.19435380155514,2.09150216330463,2.28357465428503,5.6816947378142,5.65496051524714,6.09199041393291,6.01471029455894,5.41881756850996,6.09176108386835,6.44994750523149,6.23417216229748,6.30045171847861,7.09425626099958,10.2440210087263,10.527965658154,11.8009847894103,11.7945708693594,12.4200036350413,13.1382807447652,15.9415334600639,16.8920500405843,18.3208039173078,19.1518160435242,19.3588999471999,20.8630758666048,22.7698570817983,23.1640619589569,26.2654977190277,29.2557500896502,28.0279610189322,28.3875959548297,29.982350191595,32.1528984669942,36.3549954636196,41.9406328861267,47.4418912016846,49.0540609481227,54.5649214230282,58.7245426572394,69.0363618049116,72.3260787933453,76.4406379712874,82.3029140412787,92.6949143399542,97.128680591951,104.542625714199,110.914806622126,125.113750674086,133.178770634405,138.029373646804,157.375968221744,157.351737570928,145.336927750742
"CH4","1A1a_Electricity-public","biomass","ktCH4",0.885451008603469,0.778398288993504,0.817289791480572,0.855648015853392,0.55266080899888,0.566776519446874,0.558167323970547,0.577250975670311,0.588627575885328,0.606048573767513,0.943917006776418,1.18478081567631,1.17406642939209,1.37286312001968,1.48309597577316,1.56768684193971,1.02355675328571,0.888353257290643,0.948795098392765,0.970574429397178,0.706173361762135,0.71959631975949,1.12591789862848,1.32778354012167,1.27983878740722,1.40009335200269,1.54666408721425,1.60932573668333,1.46310705780149,1.87770476065023,1.96857390066339,2.60969277184016,2.83501044535778,3.53910035491869,3.72718138953394,4.59230227071302,5.51268145617331,6.78886008212711,7.4391043664495,7.73155683024198,8.79609594474102,9.83875217518861,11.9222478267624,13.4549635363366,15.1804276585152,15.8189176025041,20.8707245574185,21.1609524939793,23.1434072817021,24.0226837366435,26.0658994609089,26.9293023007759,25.6023959807798,25.6447664675706
"CH4","1A1a_Electricity-public","brown_coal","ktCH4",6.97946435273546,7.58930899348201,8.13198381052877,8.9250698548223,9.12373228102026,10.1209985219199,11.6010258828146,13.1072350530419,7.78581715516789,8.26184941351236,8.72710439375653,9.29401376408514,10.4696885123065,11.2487793721463,12.2110026502255,12.418190491071,11.3681768163313,12.4441097160368,13.6512958830684,13.3266343652331,14.0463049123478,14.0637852210267,13.4308156116745,13.4762049006928,13.2362091196763,13.8997413851304,14.8451869153576,14.2157206142807,14.1621201191187,14.7600259114813,14.8823503082175,14.4589809146142,14.3496723134332,15.6412298340307,15.8080951035171,14.5903982577764,14.8250977850141,16.9487768722363,17.0025496192586,18.1156176681889,17.3754557509304,18.0444170729572,20.943874007823,21.6039725187526,22.3988888018063,24.1501777697221,24.2777895924305,24.4875882234311,24.18377856094,20.7848423828505,17.214224904419,19.6971680898208,20.4096473172438,17.3952678914696
