ISO3,Version,Source,Gas,Year,Category,CFluxes_yr
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2000,LULUCF,85.19887079
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2000,FOREST,-5.454009497
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2000,DEFORESTATION,84.45999781
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2000,HWP,-1.077161082
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2000,OTHER,7.270043553
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2001,LULUCF,82.86692668
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2001,FOREST,-8.060619462
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2001,DEFORESTATION,84.25317934
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2001,HWP,-1.015912514
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2001,OTHER,7.690279316
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2002,LULUCF,97.58601936
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2002,FOREST,-6.688791036
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2002,DEFORESTATION,103.8466132
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2002,HWP,-1.024729596
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2002,OTHER,1.452926766
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2003,LULUCF,96.10697541
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2003,FOREST,-3.140054872
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2003,DEFORESTATION,103.8701681
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2003,HWP,-1.764464678
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2003,OTHER,-2.858673187
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2004,LULUCF,104.4959386
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2004,FOREST,5.431904133
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2004,DEFORESTATION,103.7516542
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2004,HWP,-1.536052561
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2004,OTHER,-3.151567147
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2005,LULUCF,93.20233272
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2005,FOREST,-6.200954959
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2005,DEFORESTATION,103.9927032
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2005,HWP,-1.810078425
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2005,OTHER,-2.779337108
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2006,LULUCF,110.1488524
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2006,FOREST,-7.172386837
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2006,DEFORESTATION,116.1669193
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2006,HWP,-2.170192995
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2006,OTHER,3.324512969
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2007,LULUCF,117.3274414
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2007,FOREST,-6.579046248
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2007,DEFORESTATION,127.8186314
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2007,HWP,-1.707601682
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2007,OTHER,-2.204541984
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2008,LULUCF,93.36925983
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2008,FOREST,-8.671273382
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2008,DEFORESTATION,106.1046833
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2008,HWP,-1.276780412
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2008,OTHER,-2.787369671
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2009,LULUCF,69.96491383
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2009,FOREST,-7.511079579
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2009,DEFORESTATION,73.42394684
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2009,HWP,-1.87895762
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2009,OTHER,5.931004187
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2010,LULUCF,75.13866745
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2010,FOREST,-6.560686986
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2010,DEFORESTATION,73.11334291
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2010,HWP,-1.958677607
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2010,OTHER,10.54468913
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2011,LULUCF,52.97732857
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2011,FOREST,-6.645900802
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2011,DEFORESTATION,65.58199367
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2011,HWP,-1.809637961
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2011,OTHER,-4.149126334
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2012,LULUCF,90.8544263
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2012,FOREST,-8.614263624
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2012,DEFORESTATION,97.2028398
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2012,HWP,-2.706749133
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2012,OTHER,4.972599264
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2013,LULUCF,85.34265569
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2013,FOREST,-6.412286166
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2013,DEFORESTATION,95.19327716
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2013,HWP,-2.808518197
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2013,OTHER,-0.629817112
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2014,LULUCF,57.21417418
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2014,FOREST,-13.04159207
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2014,DEFORESTATION,63.18601903
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2014,HWP,-1.840508636
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2014,OTHER,8.910255854
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2015,LULUCF,36.60949607
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2015,FOREST,-11.65093886
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2015,DEFORESTATION,49.38593215
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2015,HWP,-2.243419762
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2015,OTHER,1.117922549
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2016,LULUCF,29.68900278
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2016,FOREST,-11.57944637
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2016,DEFORESTATION,46.62712242
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2016,HWP,-2.609757784
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2016,OTHER,-2.748915485
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2017,LULUCF,36.11522985
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2017,FOREST,-9.658601596
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2017,DEFORESTATION,52.71344693
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2017,HWP,-2.729562586
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2017,OTHER,-4.210052897
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2018,LULUCF,37.31244689
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2018,FOREST,-10.38941774
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2018,DEFORESTATION,44.73846769
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2018,HWP,-2.441125565
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2018,OTHER,5.404522514
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2019,LULUCF,7.787092447
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2019,FOREST,-10.80738541
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2019,DEFORESTATION,34.28181023
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2019,HWP,-2.132695629
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2019,OTHER,-13.55463674
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2020,LULUCF,67.88444936
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2020,FOREST,-10.76722115
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2020,DEFORESTATION,86.77905672
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2020,HWP,-1.633264711
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2020,OTHER,-6.494121495
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2021,LULUCF,51.80847896
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2021,FOREST,-7.74130053
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2021,DEFORESTATION,64.95270681
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2021,HWP,-2.664708701
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2021,OTHER,-2.738218621
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2022,LULUCF,47.0329517
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2022,FOREST,-1.523146168
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2022,DEFORESTATION,50.84756809
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2022,HWP,-2.715522794
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2022,OTHER,0.424052571
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2023,LULUCF,47.0329517
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2023,FOREST,-1.523146168
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2023,DEFORESTATION,50.84756809
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2023,HWP,-2.715522794
ARG,V3.1 (NGHGI 2025),CRT_2024,CO2,2023,OTHER,0.424052571
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2000,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2000,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2000,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2000,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2001,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2001,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2001,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2001,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2002,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2002,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2002,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2002,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2003,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2003,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2003,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2003,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2004,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2004,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2004,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2004,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2005,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2005,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2005,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2005,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2006,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2006,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2006,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2006,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2007,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2007,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2007,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2007,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2008,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2008,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2008,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2008,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2009,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2009,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2009,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2009,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2010,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2010,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2010,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2010,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2011,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2011,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2011,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2011,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2012,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2012,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2012,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2012,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2013,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2013,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2013,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2013,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2014,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2014,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2014,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2014,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2015,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2015,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2015,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2015,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2016,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2016,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2016,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2016,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2017,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2017,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2017,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2017,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2018,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2018,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2018,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2018,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2019,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2019,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2019,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2019,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2020,LULUCF,-5.532063047
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2020,FOREST,-3.844173149
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2020,HWP,-0.974130332
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2020,OTHER,-0.713759567
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2021,LULUCF,-5.391052639
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2021,FOREST,-3.665332659
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2021,HWP,-0.98777013
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2021,OTHER,-0.73794985
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2022,LULUCF,-5.214641337
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2022,FOREST,-3.56747413
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2022,HWP,-0.909269424
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2022,OTHER,-0.737897783
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2023,LULUCF,-5.214641337
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2023,FOREST,-3.56747413
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2023,HWP,-0.909269424
AZE,V3.1 (NGHGI 2025),CRT_2024,CO2,2023,OTHER,-0.737897783
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2000,LULUCF,1108.079857
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2000,FOREST,-185.0761728
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2000,DEFORESTATION,1289.517225
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2000,HWP,-39.93896973
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2000,OTHER,43.57777489
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2001,LULUCF,1055.515311
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2001,FOREST,-192.8017615
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2001,DEFORESTATION,1251.397784
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2001,HWP,-40.85626153
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2001,OTHER,37.77554921
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2002,LULUCF,1254.562953
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2002,FOREST,-191.9896668
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2002,DEFORESTATION,1450.855629
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2002,HWP,-43.00764248
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2002,OTHER,38.7046335
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2003,LULUCF,2290.325037
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2003,FOREST,-201.0219959
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2003,DEFORESTATION,2412.196935
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2003,HWP,-46.07152032
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2003,OTHER,125.2216186
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2004,LULUCF,2475.107752
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2004,FOREST,-200.3771749
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2004,DEFORESTATION,2593.611654
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2004,HWP,-49.11521336
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2004,OTHER,130.9884857
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2005,LULUCF,1474.20875
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2005,FOREST,-271.3560365
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2005,DEFORESTATION,1720.804836
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2005,HWP,-52.05003511
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2005,OTHER,76.80998528
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2006,LULUCF,1127.836299
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2006,FOREST,-274.4840551
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2006,DEFORESTATION,1394.054379
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2006,HWP,-53.60318528
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2006,OTHER,61.86916073
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2007,LULUCF,791.5941977
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2007,FOREST,-336.5666322
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2007,DEFORESTATION,1136.276875
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2007,HWP,-52.63726732
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2007,OTHER,44.52122219
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2008,LULUCF,898.1821498
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2008,FOREST,-330.427511
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2008,DEFORESTATION,1230.271917
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2008,HWP,-49.06034921
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2008,OTHER,47.39809262
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2009,LULUCF,302.3081551
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2009,FOREST,-392.3082317
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2009,DEFORESTATION,718.3490214
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2009,HWP,-40.00308745
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2009,OTHER,16.2704529
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2010,LULUCF,239.3014375
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2010,FOREST,-400.3905012
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2010,DEFORESTATION,668.0281196
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2010,HWP,-43.04379838
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2010,OTHER,14.70761751
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2011,LULUCF,290.9904262
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2011,FOREST,-348.2598851
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2011,DEFORESTATION,617.4445416
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2011,HWP,-41.23396182
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2011,OTHER,63.03973159
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2012,LULUCF,145.8947949
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2012,FOREST,-363.6505638
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2012,DEFORESTATION,492.7718732
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2012,HWP,-39.5815944
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2012,OTHER,56.35507991
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2013,LULUCF,374.5368488
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2013,FOREST,-342.1420648
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2013,DEFORESTATION,670.0570555
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2013,HWP,-38.063282
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2013,OTHER,84.68514005
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2014,LULUCF,229.0188019
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2014,FOREST,-356.6645577
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2014,DEFORESTATION,555.4172661
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2014,HWP,-36.14714015
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2014,OTHER,66.41323366
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2015,LULUCF,337.8336897
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2015,FOREST,-348.7281255
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2015,DEFORESTATION,646.5573523
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2015,HWP,-34.15651165
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2015,OTHER,74.16097451
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2016,LULUCF,398.3702935
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2016,FOREST,-347.557157
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2016,DEFORESTATION,714.4707426
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2016,HWP,-38.19779271
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2016,OTHER,69.65450059
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2017,LULUCF,279.4895591
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2017,FOREST,-359.6307435
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2017,DEFORESTATION,622.6869944
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2017,HWP,-40.91690526
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2017,OTHER,57.3502135
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2018,LULUCF,326.1754167
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2018,FOREST,-355.3087032
BRA,V3.1 (NGHGI 2025),CRT_2024,CO2,2018,DEFORESTATION,665.4076515
