"em","sector","fuel","units","X1750","X1751","X1752","X1753","X1754","X1755","X1756","X1757","X1758","X1759","X1760","X1761","X1762","X1763","X1764","X1765","X1766","X1767","X1768","X1769","X1770","X1771","X1772","X1773","X1774","X1775","X1776","X1777","X1778","X1779","X1780","X1781","X1782","X1783","X1784","X1785","X1786","X1787","X1788","X1789","X1790","X1791","X1792","X1793","X1794","X1795","X1796","X1797","X1798","X1799","X1800","X1801","X1802","X1803","X1804","X1805","X1806","X1807","X1808","X1809","X1810","X1811","X1812","X1813","X1814","X1815","X1816","X1817","X1818","X1819","X1820","X1821","X1822","X1823","X1824","X1825","X1826","X1827","X1828","X1829","X1830","X1831","X1832","X1833","X1834","X1835","X1836","X1837","X1838","X1839","X1840","X1841","X1842","X1843","X1844","X1845","X1846","X1847","X1848","X1849","X1850","X1851","X1852","X1853","X1854","X1855","X1856","X1857","X1858","X1859","X1860","X1861","X1862","X1863","X1864","X1865","X1866","X1867","X1868","X1869","X1870","X1871","X1872","X1873","X1874","X1875","X1876","X1877","X1878","X1879","X1880","X1881","X1882","X1883","X1884","X1885","X1886","X1887","X1888","X1889","X1890","X1891","X1892","X1893","X1894","X1895","X1896","X1897","X1898","X1899","X1900","X1901","X1902","X1903","X1904","X1905","X1906","X1907","X1908","X1909","X1910","X1911","X1912","X1913","X1914","X1915","X1916","X1917","X1918","X1919","X1920","X1921","X1922","X1923","X1924","X1925","X1926","X1927","X1928","X1929","X1930","X1931","X1932","X1933","X1934","X1935","X1936","X1937","X1938","X1939","X1940","X1941","X1942","X1943","X1944","X1945","X1946","X1947","X1948","X1949","X1950","X1951","X1952","X1953","X1954","X1955","X1956","X1957","X1958","X1959","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022"
"NH3","1A1a_Electricity-autoproducer","biomass","ktNH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00315285594599477,0.00641934827206243,0.00979947697820301,0.0132932420644165,0.0169006435307028,0.0206216813770621,0.0244563556034943,0.0284046662099995,0.0324666131965774,0.0366421965632283,0.0409536512490037,0.0453827850310435,0.0499295979093472,0.0545940898839151,0.0593762609547471,0.0642761111218431,0.0692936403852034,0.0744288487448278,0.0796817362007163,0.0850523027528688,0.0909767245640758,0.0970603660584797,0.10330322723608,0.109705308096877,0.11626660864087,0.12298712886806,0.129866868778446,0.136905828372029,0.144104007648808,0.151461406608784,0.158752482287852,0.166188226491142,0.173768639218654,0.181493720470387,0.189363470246343,0.197377888546521,0.205536975370921,0.213840730719543,0.222289154592387,0.230882246989453,0.237463779879731,0.244084799439059,0.250745305667438,0.257445298564868,0.264184778131349,0.27096374436688,0.277782197271463,0.284640136845096,0.29153756308778,0.298474475999515,0.310475137836989,0.322829264966952,0.335503480239784,0.348483161305628,0.361774183403951,0.375406891556084,0.389436369643532,0.403939702818202,0.419009448303733,0.408220981425884,0.423016739822882,0.437869293930414,0.453616208710961,0.469223008207671,0.482685370778619,0.500998882097744,0.525155230248577,0.552352912602687,0.576729117758532,0.614262419068837,0.558139802667501,0.510797282872222,0.536417422228825,0.829638373516889,0.82685906779233,0.875012312011384,0.89366371842837,0.957263851737781,0.999270525581256,0.975206648990566,1.05973493073384,1.24187276452922,1.14711506939386,1.22542140219227,1.13903968588282,1.12212819816881,1.1769157560703,1.32315651391028,1.41872744805366,3.43991973870468,3.66980800106561,3.71128264765858,3.22127375124557,3.59317648077612,5.15409738844951,9.57941825998121,6.73332209818056,6.59197265822884,7.11398100840161,5.49816865505031,5.37952015245422,8.22656206634914,7.77236006302914,8.56706593265194,9.51819246021114,9.8022742893835,11.4120065016954,13.3300205315457,16.1609086810697,19.0315540631072,18.9599108943862,19.7773039944417,26.0624006920035,28.0253273457914,29.6521397342546,61.970459652787,53.8443509257439,66.5675232419732,70.727448508348,68.5521225342819,76.8116718686021,76.8116718686021
"NH3","1A1a_Electricity-autoproducer","brown_coal","ktNH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42307580624774e-06,4.99994658785141e-06,7.99156611729778e-06,9.53797468649527e-06,1.2162134801202e-05,1.52324752333583e-05,1.80639115672358e-05,1.9223985340218e-05,9.80106356418393e-06,1.29135909054795e-05,2.20923531194044e-05,2.72971463544984e-05,3.03759789713093e-05,2.97879565229944e-05,2.78208623572087e-05,3.35035947107999e-05,3.88138268537663e-05,4.1759745864306e-05,4.8045686435265e-05,4.06526521384815e-05,3.68639862232585e-05,3.37166193593501e-05,3.26484221572959e-05,3.3821977742513e-05,3.60263300695871e-05,3.70229483982779e-05,4.1013158332281e-05,4.3669470042013e-05,4.28584606615607e-05,4.44235774642831e-05,4.82604843635756e-05,4.92081524526873e-05,4.9010146076505e-05,3.99910506474199e-05,1.85743714798305e-05,2.77507957667116e-05,4.12331231955059e-05,5.24496173782735e-05,7.03269391330396e-05,6.68629239093954e-05,7.70326478952116e-05,0.00477653423159077,0.0101168557820403,0.015933425953772,0.0229693425495344,0.0298384534231129,0.0368749354108687,0.0432412708329614,0.049723310357992,0.0584915594919888,0.0678294704417922,0.0780512962731053,0.0884786427202491,0.0980871779956393,0.101678648391842,0.11125798558635,0.117797179387067,0.129809384407557,0.142177427875203,0.156885857911455,0.161863591359452,0.152422229732853,0.169951763908266,0.248649097510066,0.238400468142552,0.239794659314151,0.234666743077576,0.211321790509614,0.211026435662759,0.248328795685902,0.289064211511652,0.286742151494672,0.255684236649525,0.264230733929614,0.293130990634806,0.290645362924601,0.286509856676876,0.278528119323821,0.253657384053715,0.322134452043488,0.370976845483681,0.263244299218438,0.244681495476204,0.231296481870116,0.133985459073502,0.105400843926729,0.109785331596535,0.0610150047728746,0.062796935410389,0.0539582470963095,0.0965589360663838,0.0568657963156633,0.0563372480173382,0.0418835627792896,0.0465153954232211,0.0337360650512064,0.021063797775136,0.0214861281273241,0.032377361951768,0.0466988922539309,0.0262061503001758,0.0258870882915778,0.0203898477479119,0.0196567906972282,0.0157658832396394,0.0169554478627536,0.0189410349871702,0.0177550916340578,0.0214813672167255,0.0237720370426432,0.0208181051470612,0.0210768231631327
"NH3","1A1a_Electricity-autoproducer","coal_coke","ktNH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NH3","1A1a_Electricity-autoproducer","diesel_oil","ktNH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NH3","1A1a_Electricity-autoproducer","hard_coal","ktNH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000151052250058636,0.000309436882256855,0.000499953937946499,0.000581425413460394,0.00064247649250427,0.000709291731459057,0.000675327432667902,0.00074011624482113,0.000710060444668998,0.000978746918638234,0.00102650329940839,0.00114842850135421,0.000947405078519114,0.00132974451390736,0.00131614228549729,0.00128472029517189,0.00161843780662857,0.00165632350412935,0.00182147513900768,0.00168124799534,0.00152929090555521,0.0014903034530295,0.00158775461754504,0.0018718380595763,0.00208265218468275,0.00236992911064829,0.00287657882431436,0.00315556621977048,0.00348966959896535,0.00360474083177641,0.00334364460287257,0.00317928007592044,0.00305023520988087,0.00288040508316587,0.00174369895764492,0.00225275448541077,0.00253016814501914,0.00299737956219508,0.00315012906800054,0.00340349630225905,0.00401369380033197,0.00477688410046436,0.00540016343029788,0.00625410172484322,0.00727034478006069,0.00805471524571925,0.00915749466784516,0.0098037226643618,0.0104271558289588,0.0119805704117857,0.0133090351190505,0.0148286981796931,0.0164795404269791,0.0208788319731181,0.0230844264957354,0.0229146320073131,0.0253496914460469,0.0259593335205162,0.0261365020572772,0.0289050927102525,0.0264648823813088,0.0291750172798707,0.0289606092621367,0.334120654007171,0.247763172528295,0.25653792920211,0.256011104565274,0.27625489194257,0.282704897254803,0.276138781953989,0.271324082534443,0.288430134352829,0.293431124645336,0.298633706615582,0.311069866399635,0.308043935882414,0.33275691264539,0.33340851460559,0.327324976477747,0.326870465801917,0.362069804472361,0.406240776233601,0.421715440466822,0.422091361760312,0.366623246321991,0.420008311777816,0.387276788426554,0.551778059191077,0.899386784516455,1.17007508272413,1.58372105189903,1.64568043599622,1.86135810794106,1.94613839879038,2.09997535477754,2.26159284876713,2.27643752835139,3.18545107097982,3.08707194876699,2.37147023451961,3.84454323104976,3.69999529089045,4.03964317549869,4.70350568657512,4.55817310246649,5.15228036702611,5.56625789019083,6.21540271680721,6.30582509772358,6.83365316247434,7.31629390415703,9.42403523995565
"NH3","1A1a_Electricity-autoproducer","heavy_oil","ktNH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54590116153774e-10,4.99646904048679e-10,5.44638667668104e-10,9.82612022384427e-10,1.4803466715798e-09,1.81131087960542e-09,2.17197217026767e-09,3.33096096466895e-09,6.50656670756686e-09,6.57727029930191e-09,6.91868124276041e-09,5.96233854183081e-09,6.86002234160228e-09,1.59517603274476e-08,2.60485087165914e-08,4.30105172839233e-08,7.2736106310481e-08,1.07012594624383e-07,1.32829392423659e-07,1.70716328676029e-07,1.99049279681078e-07,2.82149147140425e-07,3.14124644637358e-07,3.55545313083108e-07,5.30278085420198e-07,6.88681993196244e-07,7.314905992642e-07,9.46069858974338e-07,1.04666054780344e-06,1.0680296639705e-06,1.32925959005075e-06,1.66092905520473e-06,1.7591457942024e-06,2.11809182849473e-06,1.96988589389644e-06,2.74730658681386e-06,2.7742493753153e-06,3.21200441753425e-06,3.68707825747066e-06,4.00425187062829e-06,4.74785974752299e-06,5.3862595890671e-06,5.13261134951688e-06,4.67345243737162e-06,4.91405421609306e-06,3.63323888485231e-06,4.17090437491532e-06,4.44024314977963e-06,4.48462210547687e-06,4.8411007788471e-06,5.05912413148272e-06,0.00025683014462568,0.000645354619515663,0.00117629913346982,0.00185657937796053,0.00269241963374827,0.0030663369084513,0.00346459792382488,0.00388609961160009,0.00433886989330334,0.00481834735831459,0.00488070135981064,0.00487637131247284,0.0048015508732708,0.00465323472410522,0.00442607098101953,0.00492932274284238,0.00546342260307051,0.00602740589102469,0.0066252293151641,0.00726204380832777,0.00764549360783866,0.00802650723199255,0.00842921035523083,0.0088424826944867,0.00925374800993259,0.00975824378154966,0.0103367958184977,0.0108577352532852,0.0115359372767935,0.0119999504636073,0.0121820871893186,0.012437001402818,0.0126901332324351,0.0128958021016332,0.0130656118859205,0.0141900486633458,0.0153128445399732,0.014188763270799,0.0143960897684506,0.0526116263903935,0.0612656889489169,0.0768782552404166,0.0934772407498278,0.124447413418378,0.143277913659902,0.152825980055805,0.185981416482619,0.201596460979172,0.217357688624041,0.220380307223799,0.233611575610262,0.268000017673788,0.286119205530159,0.326106063665985,0.347408096279915,0.411902022474233,0.416893084491383,0.502592707853012,0.537211760198209,0.583973935252564,0.626332430043421,0.731056639250049,0.827753295919411,1.58091980242998,1.51795933913351,1.53560966692804,1.60032826270031,1.64022986332022,1.84359978623329,1.85657151398733,1.76744888541352,1.66323050613411,1.63158308669726,1.29895930009384,1.03521671768074,1.02712662212207,1.06605925152413,1.03099024935648,0.980418810495087,0.926689187826969,0.9556670460024,1.16679912655491,1.22600969349272,1.17467408992774,1.25613057951453,1.2649356347265,2.60487381505557,2.91057976282266,2.55269505991622,2.1978555172893,2.47788701855022,1.23648912484904,1.33573068904299,1.41070967387607,1.33091479927069,1.18437465511618,1.02173238998021,1.07961698103807,1.00632272146659,1.12959036927997,1.66026402935945,2.06906756514434,1.87287891447389,1.99538828165395,2.06520250479318,2.69569878355149,2.55040783811545,3.9244959522728,5.67005170247945,5.8467240364097,5.86145357577688,6.25649503155899
"NH3","1A1a_Electricity-autoproducer","light_oil","ktNH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105503333501006,0.000368034884305834,0.000670905278503193,0.00179373268927381,0.00172495628668233,0.002043825544113,0.00107499973017447,0.00164210635626209,0.00178826186003488,0.00238377188446372,0.00302368597845013,0.0023124328009351,0.00225664182087747,0.00269318239987551,0.00295180751332214,0.00376264738360283,0.00377789853266354,0.00427629695617969,0.00478375585068565,0.00383880284484155,0.0039228300730682,0.00774731709814187,0.00608075699336005,0.00494152504795627,0.00545975270068965,0.00633560570942562,0.00568321462682548,0.00680932503547865,0.00718006989039191,0.00643849975737729,0.00932985080839207,0.00791175521565954,0.00770702475252825,0.00614736087863656,0.00521364188787978,0.00470186659440209,0.00423976483371786,0.00508769583620028,0.00538306324196235,0.00495813193139391,0.00366878871422347,0.00470710448932645,0.00441964484221622,0.00439190551227964
"NH3","1A1a_Electricity-autoproducer","natural_gas","ktNH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98504456713905e-08,4.06168003958404e-08,4.13831551202902e-08,4.214950984474e-08,1.28747593707569e-07,1.31046657880919e-07,1.33345722054268e-07,1.80859714970157e-07,1.83925133867956e-07,1.86990552765755e-07,1.42541978747666e-07,1.44841042921016e-07,1.94159483957843e-05,5.88590894258698e-05,7.96355724262868e-05,0.00014135827304017,0.000163941206817652,0.000166404985393898,0.000210967169980392,0.000279809710119367,0.000370250733924107,0.000462831322808726,0.000789335661086169,0.00103238791296091,0.00185003323070791,0.00166660171804911,0.001925168466445,0.0030019793610184,0.00302339356500359,0.00381708053628419,0.0115029152086406,0.0132631433654503,0.0156860082338264,0.0149503081876165,0.0145408970407219,0.0146741768768441,0.0163571098788677,0.00703259089244252,0.00726763791699075,0.0143228718452204,0.01433734163858,0.0134951737852416,0.0170307102589269,0.0184082817025463,0.0202084184018541,0.0248909298473412,0.025612217221779,0.0259838059869124,0.0213767540686021,0.0410798916148107,0.0457404624709831,0.0479789535986796,0.051365482269185,0.0574108178857268,0.061112992814791,0.0687475969288726,0.0712167702779928,0.074457542651635,0.0874949044275057,0.103179821841496,0.115481344229126,0.126463603714228,0.139980790589701,0.149948383134341,0.14768487006587,0.147275479550427,0.157121661048056,0.165795212198608,0.172794965866659,0.237547023712823,0.245942110189673,0.290913504509095,0.757135629802891,0.707573788024594,0.707270069121662,0.68803025659015,0.637213638235671,0.791819181298133,0.798756770803,0.768413462665597,0.841804297248588,1.03144494620585,1.27812033102541,1.28293733366861,1.4209092917329,1.4654349745006,1.49691411585555,1.64366143041033,1.82915691198996,2.09411896717934,2.2081099729697,2.395895629333,2.40988825325231,2.63182254310245,3.35216334333329,4.24795219917748,5.31425620540529,7.48166210914695,6.63327533848394,7.31917621839112,7.77967362580783,7.81084584738487,7.88198277492333,8.34751311434771,9.45729695436597,9.230599940485,9.46853298258047,10.6111117915431,10.8025428052941,10.0841692891353,10.7810353822202,12.4319109987476,18.5636095383051,19.75758898165,21.5545258858416,24.7502677194926,28.9584554061563,31.177408215398,30.2869045572493,31.7289555447043,30.1251831162556
"NH3","1A1a_Electricity-public","biomass","ktNH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000553672030793157,0.00112478643057316,0.00171334319933999,0.00231934233709367,0.00294278384383419,0.00358366771956155,0.00424199396427576,0.0049177625779768,0.00561097356066468,0.00632162691233939,0.00694470393434524,0.00756612901649145,0.00818590215877798,0.00880402336120488,0.0094204926237721,0.0100353099464797,0.0106484753293276,0.0112599887723159,0.0118698502754446,0.0124780598387135,0.0132040913029227,0.0139398492883009,0.0146853337948479,0.0154405448225639,0.0162054823714487,0.0169801464415025,0.0177645370327252,0.0185586541451168,0.0193624977786773,0.0201760679334067,0.0210079310915693,0.0218500734471761,0.0227024950002268,0.0235651957507215,0.0244381756986603,0.0253214348440431,0.0262149731868699,0.0271187907271407,0.0280328874648558,0.0289572634000145,0.0296788837579447,0.030400391373091,0.0311217862454533,0.0318430683750316,0.0325642377618262,0.0332852944058366,0.0340062383070635,0.0347270694655063,0.035447787881165,0.03616839355404,0.0371001199377401,0.0380364727043905,0.0389790862394113,0.0399303190696937,0.0408933093841428,0.041872118033404,0.0428717000494325,0.0438976888700329,0.0449559710997114,0.0431387103847657,0.0440181879795091,0.0453231567103378,0.0464951689383979,0.0474405785496491,0.0493532599568387,0.0510548009291051,0.0512916387145095,0.0528360531660437,0.053456731663186,0.0597317628361638,0.0573010341588905,0.0585519145855115,0.0638817673304197,0.0560828529705361,0.0559896947127161,0.0577523710493045,0.0615359198803482,0.0585221111488624,0.064372347324819,0.098359707042653,0.124289190807473,0.118163988250399,0.139647820826312,0.151551970033192,0.192986464361512,0.129183571314386,0.127498589932881,0.129931461061268,0.131379685437554,0.106101079353714,0.0968500257015991,0.109549664145746,0.11433085674893,0.119218961724178,0.126297454000036,0.127267070810104,0.121296978104734,0.11821399122812,0.848095399000126,0.799484617585657,0.93929075606198,2.70711525890347,2.83324384688176,2.53712178546816,2.37181298764466,2.36325723115285,2.61027537248298,2.67758526092024,2.88919923121155,3.06827459753339,3.12627305409542,3.12101599065863,3.58236248016118,3.61685308951987,3.14911023704973,3.72626553298003,3.76674315704515,3.73801790544348,3.90051992920698,4.03983049521571,4.50117747790334,4.50117747790334
"NH3","1A1a_Electricity-public","brown_coal","ktNH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17589752895136e-07,2.61468474696006e-07,1.74557967095818e-07,2.18510686082389e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000764658306674071,0,0,0,0,4.41870100466627e-06,0,0,6.22211958986398e-06,6.60592326975142e-06,1.69449579508865e-05,3.87678849867643e-05,5.74535069875773e-05,7.79802858681739e-05,9.96540694776682e-05,0.000119835342185469,0.000166389828037009,0.000193170484467508,0.000207292723670567,0.000242560200995981,0.000269421557956376,0.000311338311212965,0.000336124411441002,0.000353506031027884,0.000391077443290428,0.000425874378365707,0.000692586546878608,0.000724846975785693,0.00079560521569973,0.00084926505285857,0.00180536521488616,0.00186164877299335,0.00100566704593153,0.00109548869178757,0.00111661382253187,0.00119942055182182,0.00123864071694075,0.00129440014443665,0.00138584578004162,0.00149002563118569,0.00167918844204432,0.00176036463104112,0.00182014358801535,0.0019836699498903,0.00221003112759014,0.00229527546923927,0.00239750589487406,0.00249572624755406,0.0027497480698898,0.00299976355269588,0.00325597594513006,0.00339412239744718,0.0033727590054426,0.0035033456733493,0.00369783335204699,0.00382357655694661,0.00422659936499283,0.00451025026411442,0.00466716650020631,0.00475874654992471,0.00536507904408474,0.00495589741040577,0.00539771894715027,0.00890781081288508,0.00470963290452336,0.00449070316822496,0.00482731603449801,0.00466797985283842,0.00351486113859005,0.00616761443304084,0.00726306163268503,0.00734947109900405,0.00813286151410678,0.00889190045865198,0.032142124435208,0.0305387982757982,0.0379086526274691,0.0348096318929656,0.0352015617537985,0.0491482623407245,0.0469841248532805,0.0475434383414806,0.0351732764857689,0.0450761464977111,0.0471848185254289,0.0486523216784953,0.0518477772564866,0.0544791748199874,0.0538014376120948,0.060376743951382,0.0643706818782133,0.0429571301969882,0.0380170634038958,0.0429777869326549,0.0411007603572777,0.0490711716407941,0.0648527754999905,0.0777578794546594,0.0845489514251359,0.0889028302784172,0.0885810245436967,0.100977869502214,0.116845528897573,0.132325152078866,0.145931366769621,0.184784464376235,0.210632474760989,0.237731659945969,0.241063820028232,0.2999941975431,0.317273344662468,0.354345904287318,0.38891741520381,0.431920423766742,0.483769065115855,0.492907145630433,0.532766247991558,0.554945143650056,0.620524333481425,0.662634309240914,0.73619063894572,0.857901863523261,0.919584936457848,1.00490176102378,1.02818939860113,1.12332118510425,1.3107430227959,1.33122413287989,1.27077325841516,1.37065460393321,1.3921916920907,1.54699256686826,1.59397455203714,1.70671907273714,1.82847269322628,2.05192959484,2.15396028357571,2.20029311926603,2.24208311596874,2.44403271420302,2.87978761406904,3.02591931033711,3.10529635614211,3.15542176306303,3.30599366217455,3.49804781117564,3.43692603788999,3.32583289895178,3.30415659676384,3.24475279608457,3.2896284366224,3.34490903893227,4.04077003848831,4.00134971565022,3.81092806250308,3.63094703999475,3.49400108162462,3.80225442406857,3.94365706805058,3.89096119397423,3.63694025626464,4.01293663981718,3.99146042866278,3.84135964829297,3.86576066263127,3.46668273420917,3.60362842513087,3.61260012391349,3.52980866670251,3.30827678748099,2.93194355312608,3.17337152682355,3.09798650547743
