Party,Year,Sector,CTE_GOSAT,CTE_SURF,GELCA_SURF,LMDzPYVAR_GOSAT1,LMDzPYVAR_GOSAT2,LMDzPYVAR_GOSAT3,LMDzPYVAR_GOSAT5,LMDzPYVAR_GOSAT6,LMDzPYVAR_SURF1,LMDzPYVAR_SURF2,MIROCv4_SURF,NICAM_SURF,NTF-4DVAR_NIES_GOSAT,NTF-4DVAR_NIES_SURF,TM5-4DVAR_GOSAT1,TM5-4DVAR_GOSAT2,TM5-4DVAR_SURF1,TM5-4DVAR_SURF2,TM5-CAMS_GOSAT,TM5-CAMS_SURF,SURF_med,SURF_min,SURF_max,GOSAT_med,GOSAT_min,GOSAT_max,
ARE,2000,anthropogenic (method 1),,0.677343649,1.171433139,,,,,,,,1.081796909,1.128240739,,1.086337829,,,1.022316011,0.961943239,,0.616687359,1.022316011,0.616523011,1.234878139,,,,1.01E-07
ARE,2001,anthropogenic (method 1),,0.626113633,1.086782143,,,,,,,,1.045254073,0.962299513,,1.046887393,,,0.876011373,0.872810723,,0.584494123,0.927560678,0.584331373,1.138703143,,,,1.80E-05
ARE,2002,anthropogenic (method 1),,0.714587457,1.230340087,,,,,,,,1.032015377,1.043598277,,1.041065827,,,0.897953159,0.865702527,,0.683537197,0.944288492,0.683316159,1.272801087,,,,8.48E-06
ARE,2003,anthropogenic (method 1),,0.943469448,1.290947368,,,,,,,,1.118741098,1.170580198,,1.131093588,,,0.959744911,0.992012448,,0.739764968,1.056425948,0.739509911,1.335849368,,,,1.49E-06
ARE,2004,anthropogenic (method 1),,0.684414464,1.261886644,,,,,,,,1.122412284,1.110623364,,1.156542784,,,0.999826273,1.044707874,,0.719832614,1.083564669,0.664359273,1.314859784,,,,3.44E-06
ARE,2005,anthropogenic (method 1),,0.791263817,1.231535497,,,,,,,,1.144911997,1.078540737,,1.162493207,,,0.909992283,0.966403817,,0.660884897,1.037511817,0.660660283,1.275143207,,,,2.04E-06
ARE,2006,anthropogenic (method 1),,0.782036338,1.214087648,,,,,,,,1.193989688,1.121640248,,1.211752378,,,0.873380734,0.917072348,,0.703116848,1.031760343,0.702883734,1.256042378,,,,1.48E-06
ARE,2007,anthropogenic (method 1),,0.810571935,1.272420755,,,,,,,,1.215275155,1.210257465,,1.214514205,,,0.913002572,1.000285915,,0.732160795,1.086783535,0.731913572,1.315674205,,,,9.65E-07
ARE,2008,anthropogenic (method 1),,0.760262663,1.437158863,,,,,,,,1.257918903,1.240812943,,1.258182303,,,0.940024016,0.981229693,,0.910722093,1.097260178,0.724759016,1.476182303,,,,4.27E-07
ARE,2009,anthropogenic (method 1),,0.681789787,1.443917497,,,,,,,,1.192893447,1.210760787,,1.231399297,,,0.943720991,0.904049727,,0.784543357,1.059699757,0.613275991,1.498899297,,,,5.80E-06
ARE,2010,anthropogenic (method 1),0.769832541,0.808372541,1.397824831,0.956008981,1.156947651,1.301435301,1.329256601,1.249437601,1.379696301,1.330920801,1.253152551,1.364695321,1.049159001,1.263795001,0.121136427,0.107159161,1.078637582,1.065732541,0.494136491,0.799689391,1.253152551,0.731819582,1.518924301,0.956008981,0.106732427,1.471418601,3.00E-06
ARE,2011,anthropogenic (method 1),1.103073887,0.424299887,1.355345567,1.039321987,1.377096357,1.417072757,1.299746057,1.235192257,1.374981357,1.328050157,1.435174387,1.473640817,1.238394357,1.442055557,0.110917715,0.131026377,1.027846857,1.129963867,0.587747077,0.820365287,1.355345567,0.405200857,1.559493357,1.103073887,0.110040715,1.554739757,1.04E-06
ARE,2012,anthropogenic (method 1),1.21710344,0.82484344,1.39091063,1.07438794,1.40235176,1.44741583,1.30660463,1.25926653,1.39475193,1.34577313,1.45225344,1.67415443,1.31079089,1.47969513,0.14111775,0.16505092,1.020625938,1.15848216,0.4952127,0.66783786,1.39091063,0.652461938,1.74924393,1.21710344,0.13818975,1.58676183,1.27E-06
ARE,2013,anthropogenic (method 1),1.318301525,0.957521525,1.452051295,1.079579375,1.328197415,1.463525295,1.329873795,1.267169295,1.395985695,1.347620095,1.491563505,1.628266925,1.309151065,1.457130395,0.160407324,0.169817145,0.942483456,1.073421485,0.470814215,0.623447535,1.395985695,0.610986456,1.702921695,1.267169295,0.155845324,1.615150295,1.31E-06
ARE,2014,anthropogenic (method 1),1.15160899,0.81930199,1.29804038,1.16632212,1.29738416,1.48377798,1.31695998,1.23990678,1.41268628,1.36042808,1.56207844,1.65208122,1.38703488,1.56282918,0.168801956,0.18607051,1.125905415,1.27060894,0.57782416,0.68622843,1.36042808,0.669932415,1.73504528,1.16632212,0.163309956,1.62388898,9.42E-06
ARE,2015,anthropogenic (method 1),1.058307792,0.813195792,1.360347992,1.045821872,1.344074042,1.466154392,1.339911092,1.254145092,1.387478992,1.336554692,1.558500832,1.583134232,1.380793692,1.530615192,0.217185195,0.245213562,1.012754059,1.189667772,0.228364743,0.549537972,1.360347992,0.541958059,1.668376992,1.085289177,0.190971195,1.606382392,3.91E-06
ARE,2016,anthropogenic (method 1),1.180049189,0.902519189,,1.221618859,1.378471629,1.472238039,1.339812239,1.295139139,1.365341539,1.328760239,1.563422149,1.590462639,1.396554539,1.521959839,0.140510018,0.144553549,1.257001473,1.405957969,0.219546411,0.692670269,1.384370364,0.675714473,1.674401539,1.221618859,0.127043018,1.615807039,1.96E-06
ARE,2017,anthropogenic (method 1),1.109055811,1.189825811,,1.197535611,1.353472571,1.411379181,1.377928981,1.292683881,,,,1.608841411,1.367457781,1.513015681,0.117843717,0.123335241,1.133665429,1.220635781,0.349344481,0.732910541,1.204458596,0.732647429,1.689815681,1.197535611,0.115199717,1.552293181,4.22E-06
ARG,2000,anthropogenic (method 1),,5.543996208,4.246208208,,,,,,,,4.327406208,4.139016208,,4.930276208,,,2.956976208,5.628406208,,3.840725208,4.327406208,2.770055208,6.194376208,,,,0.080223792
ARG,2001,anthropogenic (method 1),,5.19740448,4.52649848,,,,,,,,4.56196848,4.20086848,,4.87281848,,,3.44995848,6.75587448,,4.30395848,4.52880348,3.29835448,7.11156848,,,,0.06651152
ARG,2002,anthropogenic (method 1),,5.583192026,4.719602026,,,,,,,,4.837922026,4.378612026,,5.240662026,,,3.707052026,7.380322026,,4.771092026,4.834132026,3.555832026,7.835252026,,,,0.061237974
ARG,2003,anthropogenic (method 1),,5.863176363,4.667216363,,,,,,,,4.997746363,4.424356363,,5.454606363,,,3.819586363,7.965236363,,4.869856363,4.941201363,3.688986363,8.377616363,,,,0.085313637
ARG,2004,anthropogenic (method 1),,5.54508715,4.02556715,,,,,,,,4.62484715,4.49678715,,5.10765715,,,3.44030715,7.28561715,,4.32362715,4.62484715,3.15945715,7.49779715,,,,0.06540285
ARG,2005,anthropogenic (method 1),,5.508961177,4.219900177,,,,,,,,4.667420177,4.548789177,,5.326290177,,,3.545180177,7.231151177,,4.120760177,4.667420177,3.311341177,7.411860177,,,,0.052409823
ARG,2006,anthropogenic (method 1),,6.625425184,3.658709184,,,,,,,,4.384489184,4.520029184,,4.976769184,,,3.313569184,6.897484184,,4.014819184,4.520029184,2.746635184,7.366389184,,,,0.050640816
ARG,2007,anthropogenic (method 1),,5.976564087,4.281134087,,,,,,,,5.199844087,4.612854087,,5.428744087,,,3.303614087,6.951138087,,4.194124087,4.911474087,3.211094087,7.311594087,,,,0.053845913
ARG,2008,anthropogenic (method 1),,5.106456605,4.198786605,,,,,,,,4.963116605,4.519066605,,5.208476605,,,3.306286605,6.845136605,,3.992666605,4.675056605,3.202916605,7.092556605,,,,0.068993395
ARG,2009,anthropogenic (method 1),,5.592566273,3.933406273,,,,,,,,4.881826273,4.320106273,,4.615866273,,,3.431606273,6.783746273,,4.468576273,4.512846273,3.350556273,7.108176273,,,,0.072253727
ARG,2010,anthropogenic (method 1),6.455079254,5.152179254,4.595966254,5.790266254,5.086956254,3.876036254,4.237206254,4.365746254,3.499666254,3.606596254,4.950496254,4.090169254,5.142466254,4.510316254,5.539436254,8.941006254,3.453596254,6.602789254,5.774836254,4.191696254,4.303236254,3.345509254,7.039296254,5.184271254,3.810959254,9.385516254,0.062633746
ARG,2011,anthropogenic (method 1),6.668520688,4.899490688,4.826969688,5.573719688,4.982329688,3.617509688,4.177439688,4.461989688,3.395249688,3.592589688,4.815689688,4.060607688,5.075339688,4.376669688,3.006739688,5.413675688,3.033279688,5.277440688,5.620689688,4.131829688,4.188434688,2.970510688,5.845049688,4.982329688,2.968680688,6.884649688,0.047270312
ARG,2012,anthropogenic (method 1),5.721706762,4.934426762,4.748030762,5.719790762,4.907254762,3.354140762,3.984400762,4.252490762,3.293240762,3.522490762,4.999570762,4.060711762,4.796360762,4.402300762,4.234360762,7.126689762,3.509410762,6.349784762,5.387070762,3.989500762,4.186460762,3.224506762,6.826310762,4.796360762,3.314576762,7.297980762,0.052969238
ARG,2013,anthropogenic (method 1),5.26137711,5.71517711,4.35001711,5.65472711,4.74387711,3.44455711,4.02772711,4.33479711,3.16629711,3.41933711,4.84575711,4.10157711,4.54838711,4.33025711,4.50106711,7.59549711,3.15690711,5.54481711,5.37035711,3.75798711,4.10159711,3.01298711,5.94103711,4.63956711,3.40128711,7.79797711,0.11292289
ARG,2014,anthropogenic (method 1),6.017455625,5.951255625,5.132134625,5.985784625,4.989620625,3.689374625,4.092924625,4.409664625,3.027184625,3.298014625,5.518394625,4.240013625,4.459344625,4.170244625,6.088774625,9.043431625,3.521334625,6.295083625,6.620724625,5.206064625,4.353419625,2.975975625,7.236094625,5.340869625,3.619225625,9.146154625,0.033865375
ARG,2015,anthropogenic (method 1),5.467854142,5.932354142,5.044540142,5.851934142,5.174988142,3.661730142,4.187000142,4.506930142,3.066400142,3.316400142,5.739220142,4.355245142,4.242380142,4.142530142,6.316930142,9.316280142,3.519620142,6.783039142,7.061810142,2.851330142,4.217995142,2.789914142,7.846670142,5.234970142,3.587404142,9.419580142,0.033129858
ARG,2016,anthropogenic (method 1),6.110875746,5.288475746,,6.020688746,4.950407746,3.692928746,4.177168746,4.492888746,3.674368746,3.731278746,5.120128746,4.502630746,4.454118746,4.179578746,5.609678746,9.561232746,3.592748746,6.779355746,9.047438746,3.344648746,4.142993746,3.298655746,7.191338746,5.307058746,3.634995746,9.686528746,0.043881254
ARG,2017,anthropogenic (method 1),6.323484734,5.603984734,,6.038910734,5.232955734,3.846070734,4.248170734,4.525190734,,,,4.656325734,5.025390734,4.984870734,4.028240734,7.152590734,3.608630734,6.521125734,5.308700734,3.465250734,4.774458234,3.393304734,6.664930734,5.025390734,3.751970734,7.552750734,0.056229266
AUS,2000,anthropogenic (method 1),,7.693417144,5.388757144,,,,,,,,4.219927144,3.552197144,,4.612687144,,,3.551807144,5.684447144,,4.198437144,4.612687144,2.549317144,7.972657144,,,,0.503442856
AUS,2001,anthropogenic (method 1),,7.967847505,5.977457505,,,,,,,,4.440227505,3.723397505,,4.697187505,,,3.631297505,6.093047505,,4.349257505,4.697187505,2.893307505,8.196057505,,,,0.721242495
AUS,2002,anthropogenic (method 1),,7.755574186,5.778284186,,,,,,,,4.442764186,3.771994186,,4.704704186,,,3.841264186,6.255434186,,4.479874186,4.704704186,3.064094186,7.926784186,,,,0.678765814
AUS,2003,anthropogenic (method 1),,6.724388356,5.095008356,,,,,,,,4.313818356,3.466078356,,4.448218356,,,3.873388356,6.166468356,,4.621648356,4.621648356,3.041438356,6.969008356,,,,0.603171644
AUS,2004,anthropogenic (method 1),,7.707458348,4.792298348,,,,,,,,4.090068348,3.539898348,,5.226578348,,,3.820308348,5.871408348,,4.583498348,4.583498348,3.023868348,8.204678348,,,,0.482921652
AUS,2005,anthropogenic (method 1),,7.072361407,5.422131407,,,,,,,,4.377061407,3.574281407,,5.215531407,,,3.908871407,6.181761407,,4.533341407,4.901766407,3.309561407,7.367631407,,,,0.267918593
AUS,2006,anthropogenic (method 1),,5.169140594,4.553030594,,,,,,,,4.062720594,3.356420594,,5.125660594,,,3.852370594,6.118780594,,4.597180594,4.553030594,2.944030594,6.550360594,,,,0.576039406
AUS,2007,anthropogenic (method 1),,3.971551478,5.423301478,,,,,,,,4.476511478,3.321281478,,5.255751478,,,3.738421478,5.736211478,,4.590231478,4.549066478,3.321281478,6.174251478,,,,0.427638522
AUS,2008,anthropogenic (method 1),,3.89313628,5.15724628,,,,,,,,4.24430628,3.31824628,,4.89509628,,,3.59419628,5.43679628,,4.44787628,4.41984628,3.20060628,5.66449628,,,,0.27173372
AUS,2009,anthropogenic (method 1),,2.509223548,5.031003548,,,,,,,,4.260363548,3.283703548,,4.798713548,,,3.761353548,5.822863548,,4.944593548,4.525558548,2.459563548,6.099393548,,,,0.454156452
AUS,2010,anthropogenic (method 1),6.509176879,5.340076879,6.125356879,5.193106879,5.105216879,4.349136879,4.433616879,4.480246879,3.831916879,3.924236879,4.630916879,3.319096879,5.019296879,4.740556879,6.369026879,8.259596879,3.843136879,5.909136879,6.304906879,4.603746879,4.603746879,3.288316879,6.194256879,5.105216879,4.349136879,8.412006879,0.160683121
AUS,2011,anthropogenic (method 1),7.215585296,4.771585296,5.677175296,5.384105296,5.333385296,4.260895296,4.407525296,4.533435296,3.810615296,3.926455296,4.571425296,3.558135296,5.700505296,5.479705296,5.349055296,7.890365296,3.776515296,6.055665296,6.429095296,4.829675296,4.602525296,3.439515296,6.769205296,5.349055296,4.260895296,8.622805296,0.643394704
AUS,2012,anthropogenic (method 1),6.302445028,5.117745028,5.596105028,5.341905028,5.239705028,4.042705028,4.308105028,4.417485028,3.704265028,3.858075028,4.480375028,3.480115028,5.755405028,5.654405028,5.190325028,7.622035028,3.919945028,6.215705028,5.353995028,4.301055028,4.480375028,3.360765028,7.037905028,5.239705028,4.042705028,8.481305028,0.658294972
AUS,2013,anthropogenic (method 1),6.621147176,5.373547176,5.402657176,5.251627176,4.986617176,4.055467176,4.338947176,4.458987176,3.693447176,3.818507176,4.511967176,3.311697176,5.096077176,5.059777176,4.180987176,6.697507176,3.683027176,6.005927176,5.426207176,4.620417176,4.511967176,3.231377176,6.335317176,4.986617176,4.019167176,7.050007176,0.332812824
AUS,2014,anthropogenic (method 1),6.725533854,7.585133854,5.808083854,5.355723854,5.043563854,4.076453854,4.327373854,4.435713854,3.760953854,3.856953854,4.741993854,3.388963854,5.197703854,5.135683854,4.249673854,7.105573854,4.210183854,6.678873854,6.070823854,5.615523854,4.815018854,3.269953854,7.958383854,5.043563854,4.030053854,7.463703854,0.450746146
AUS,2015,anthropogenic (method 1),5.908427133,6.633427133,6.172357133,5.309157133,5.207187133,4.132297133,4.393757133,4.499527133,3.873727133,3.994857133,4.777477133,3.550877133,5.116177133,5.151127133,4.378237133,7.103907133,4.022567133,6.355097133,4.335167133,3.935297133,4.352262133,3.429977133,7.085727133,4.666897133,3.970197133,7.461477133,0.372062867
AUS,2016,anthropogenic (method 1),5.706676459,8.554876459,,5.339846459,4.877436459,4.144656459,4.389186459,4.495506459,3.878676459,3.978776459,4.404016459,3.630716459,5.118516459,5.052216459,3.580736459,5.936436459,3.878686459,5.849856459,4.455766459,4.215076459,4.128516459,3.336296459,8.965776459,4.704086459,3.489156459,6.334866459,0.268713541
AUS,2017,anthropogenic (method 1),6.468835684,5.648635684,,5.408705684,5.044625684,4.203315684,4.387975684,4.474105684,,,,3.575135684,5.597175684,5.630845684,3.650995684,5.893295684,3.947915684,5.886185684,4.274095684,4.439315684,4.716160684,3.459815684,6.372945684,4.764480684,3.526995684,6.976175684,0.397414316
BGD,2000,anthropogenic (method 1),,4.066963978,4.927603978,,,,,,,,5.187073978,3.781253978,,3.805403978,,,3.274462978,3.166818978,,2.967863978,3.804128978,2.922467978,6.208033978,,,,0.016816022
BGD,2001,anthropogenic (method 1),,3.269187148,5.268997148,,,,,,,,5.451397148,4.065147148,,3.957387148,,,3.522379148,3.339132148,,3.053006148,3.756727148,2.997720148,6.331557148,,,,0.007552852
BGD,2002,anthropogenic (method 1),,4.399108625,4.862278625,,,,,,,,4.662628625,3.866858625,,3.897998625,,,3.165515625,3.153828625,,3.157057625,3.880978625,3.030775625,5.470528625,,,,0.000441375
BGD,2003,anthropogenic (method 1),,4.660398047,5.115398047,,,,,,,,4.918748047,4.625418047,,4.000548047,,,3.371971047,3.346788047,,3.045057047,4.186903047,2.987231047,5.706028047,,,,0.001911953
BGD,2004,anthropogenic (method 1),,4.108143659,4.388693659,,,,,,,,4.858553659,4.330693659,,4.046473659,,,3.449166659,3.305653659,,3.001238659,4.057128659,2.945606659,5.122453659,,,,0.002176341
BGD,2005,anthropogenic (method 1),,3.383791799,4.137031799,,,,,,,,4.523501799,4.080681799,,4.082831799,,,3.278520799,3.179481799,,2.774142799,3.679866799,2.726490799,4.543401799,,,,0.004078201
BGD,2006,anthropogenic (method 1),,3.798964721,4.952164721,,,,,,,,4.994704721,4.488884721,,4.153884721,,,3.500974721,3.348824721,,3.201353721,3.959264721,3.145374721,5.596324721,,,,0.001765279
BGD,2007,anthropogenic (method 1),,3.577670145,4.800960145,,,,,,,,4.828110145,4.490630145,,4.142620145,,,3.699439145,3.505400145,,3.009333145,3.933715145,2.948409145,5.264920145,,,,0.002539855
BGD,2008,anthropogenic (method 1),,3.61075781,4.47387781,,,,,,,,5.31517781,4.22867781,,4.59772781,,,4.21488181,3.91937781,,3.41050681,4.21488181,3.33751181,5.47787781,,,,0.00142219
BGD,2009,anthropogenic (method 1),,3.273013737,3.947913737,,,,,,,,4.775433737,4.316973737,,4.507853737,,,3.231871737,3.116613737,,2.693973737,3.640498737,2.640281737,4.793083737,,,,0.002756263
BGD,2010,anthropogenic (method 1),4.318761613,3.610821613,3.832021613,2.257452613,3.921771613,3.175891613,3.730981613,3.336191613,4.581991613,4.052991613,4.737551613,4.340191613,4.041081613,4.650931613,2.679065613,2.738858613,3.645622613,3.594951613,3.103172613,2.952566613,3.898396613,2.888582613,4.860891613,3.244561613,2.190842613,4.411271613,0.001208387
BGD,2011,anthropogenic (method 1),4.095832543,4.553802543,4.214802543,2.337706543,3.892522543,3.248192543,3.717892543,3.441532543,4.493392543,4.042222543,4.281047543,4.395742543,4.141142543,4.833322543,3.464089543,3.464684543,3.588990543,3.577652543,3.250034543,3.052237543,4.265797543,2.859265543,5.020482543,3.464684543,2.265171543,4.234202543,0.000597457
BGD,2012,anthropogenic (method 1),4.236077827,4.421197827,4.269027827,2.319452827,4.102097827,3.158347827,3.710577827,3.430147827,4.545977827,4.101407827,4.603147827,4.277017827,4.141317827,4.892357827,3.080265827,3.148171827,3.792359827,3.647357827,3.156882827,3.022772827,4.269027827,2.968999827,5.123217827,3.309472827,2.250719827,4.333277827,0.001662173
BGD,2013,anthropogenic (method 1),4.134417353,3.615957353,4.929997353,2.328940353,3.887087353,3.305717353,3.829277353,3.513127353,4.733457353,4.280417353,4.731477353,4.432517353,4.115987353,4.644887353,3.142052353,3.146444353,3.851984353,3.748527353,3.041862353,3.031006353,4.288972353,2.975514353,5.316467353,3.371187353,2.241109353,4.243927353,0.004622647
BGD,2014,anthropogenic (method 1),4.351521726,5.808101726,4.611911726,2.373701726,3.853841726,3.206871726,3.704511726,3.378931726,4.628721726,4.191001726,4.828101726,4.717191726,4.343161726,5.071851726,3.142815726,3.113614726,4.103898726,3.916681726,3.184641726,3.065632726,4.611911726,3.003248726,6.172641726,3.301006726,2.293108726,4.451941726,0.005848274
BGD,2015,anthropogenic (method 1),4.068411405,5.576731405,4.361021405,2.359449405,4.101151405,3.112771405,3.713021405,3.367651405,4.519711405,4.033541405,4.856711405,4.509671405,4.388061405,4.798491405,3.635214405,3.463761405,4.033309405,3.841361405,4.572461405,3.011750405,4.373086405,2.961639405,5.933891405,3.680336405,2.316664405,4.597341405,0.001918595
BGD,2016,anthropogenic (method 1),4.444938231,6.191778231,,2.476606231,3.995248231,3.226698231,3.692688231,3.395968231,4.258528231,3.941548231,5.223308231,5.068988231,4.471478231,4.873968231,3.324925231,3.386608231,3.634218231,3.710358231,4.687558231,3.074246231,4.208963231,3.006228231,6.698988231,3.555553231,2.430665231,4.718148231,0.001661769
BGD,2017,anthropogenic (method 1),4.636721058,4.775281058,,2.476757058,4.041630058,3.471541058,3.941171058,3.586431058,,,,4.858161058,4.415341058,4.810061058,3.060002058,3.002093058,3.601056058,3.581871058,4.066161058,2.914135058,4.205476058,2.851406058,4.934861058,3.646311058,2.395934058,4.766111058,0.000748942
BHR,2000,anthropogenic (method 1),,0.171952647,0.094875795,,,,,,,,0.215194545,0.081912939,,0.224647106,,,0.198906092,0.20017261,,0.058297269,0.183746803,0.056702992,0.225249545,,,,0
BHR,2001,anthropogenic (method 1),,0.146523148,0.096512322,,,,,,,,0.216069288,0.072162739,,0.223968493,,,0.156863064,0.185442149,,0.056351165,0.151698335,0.054647264,0.224002288,,,,0
BHR,2002,anthropogenic (method 1),,0.149030667,0.101208643,,,,,,,,0.20952527,0.07607926,,0.221305768,,,0.155376423,0.175450665,,0.066739523,0.152208704,0.064366323,0.22134527,,,,0
BHR,2003,anthropogenic (method 1),,0.231133511,0.106027189,,,,,,,,0.241383517,0.087482145,,0.245556617,,,0.173418071,0.207950512,,0.072032353,0.19069015,0.069774071,0.245597517,,,,0
BHR,2004,anthropogenic (method 1),,0.169790285,0.109526829,,,,,,,,0.20791077,0.086595685,,0.232882613,,,0.177101074,0.200831241,,0.068722197,0.173451885,0.066911474,0.232882613,,,,0
BHR,2005,anthropogenic (method 1),,0.166165367,0.114250769,,,,,,,,0.221656739,0.086183395,,0.245509757,,,0.165007151,0.197714366,,0.06425243,0.165592768,0.063427351,0.245518739,,,,0
BHR,2006,anthropogenic (method 1),,0.161960019,0.118446358,,,,,,,,0.224249217,0.083343923,,0.250387103,,,0.166238065,0.184071018,,0.067692687,0.164073388,0.066914965,0.250417217,,,,0
BHR,2007,anthropogenic (method 1),,0.180716383,0.121384462,,,,,,,,0.225176153,0.091284469,,0.2548676,,,0.170813412,0.206560385,,0.069837343,0.175769673,0.069732712,0.2548676,,,,0
BHR,2008,anthropogenic (method 1),,0.180251564,0.128348634,,,,,,,,0.240312619,0.100987827,,0.273614767,,,0.175636053,0.204734521,,0.097804971,0.177949227,0.097158653,0.273625619,,,,0
BHR,2009,anthropogenic (method 1),,0.211936938,0.128022605,,,,,,,,0.217254331,0.093759278,,0.267743479,,,0.170673243,0.173381935,,0.078485015,0.17203292,0.078478543,0.267743479,,,,0
BHR,2010,anthropogenic (method 1),0.222588376,0.162539376,0.127890602,0.132866937,0.253250131,0.04609747,0.04484187,0.03935938,0.04946936,0.0460602,0.222546855,0.100068136,0.227973439,0.274066214,0.012459795,0.011528854,0.2176662,0.230406377,0.049003793,0.081380363,0.145217227,0.0459123,0.27415416,0.047489815,0.011513695,0.25338317,0
BHR,2011,anthropogenic (method 1),0.154659563,0.043831863,0.127779099,0.095729461,0.167841588,0.04998112,0.04208382,0.03692925,0.04890821,0.04566178,0.206166404,0.128048127,0.141740818,0.185057572,0.010688032,0.007972334,0.205254076,0.133179565,0.059688808,0.085505817,0.127779099,0.040504076,0.21363331,0.054768576,0.007750932,0.16798582,0
BHR,2012,anthropogenic (method 1),0.169309545,0.105049545,0.128229275,0.092860035,0.169886529,0.05385375,0.04284662,0.03908898,0.05020171,0.04679989,0.211548735,0.144609339,0.151417707,0.187157587,0.014434735,0.009995786,0.197631039,0.134519501,0.049644349,0.063794657,0.12944399,0.046649539,0.21605741,0.051676837,0.009783035,0.17153625,0
BHR,2013,anthropogenic (method 1),0.184709366,0.124375366,0.128053442,0.090344703,0.165046901,0.05642448,0.0446516,0.04004131,0.05033066,0.0469785,0.217299671,0.12900121,0.151916174,0.182987514,0.021105626,0.014185147,0.18037503,0.119769364,0.049895471,0.05880273,0.125010919,0.04682763,0.22108076,0.053083407,0.013946626,0.18487458,0
BHR,2014,anthropogenic (method 1),0.161548449,0.091793449,0.127640681,0.094258092,0.160954525,0.05517204,0.04354269,0.03766822,0.05156983,0.04793863,0.22823161,0.142163728,0.16624267,0.203781732,0.021150294,0.013205926,0.2587965,0.167787444,0.062225426,0.064616027,0.138444997,0.0477845,0.26582443,0.058623388,0.013144294,0.16745024,0
BHR,2015,anthropogenic (method 1),0.150222077,0.081621077,0.127828679,0.087947273,0.165717592,0.05321299,0.04506486,0.03850994,0.04996169,0.04645111,0.226723562,0.138821716,0.164030832,0.194480024,0.02784187,0.017237462,0.190711074,0.130266076,0.018516664,0.055245626,0.127828679,0.046301974,0.23234259,0.049146169,0.01553015,0.16587319,0
BHR,2016,anthropogenic (method 1),0.176158954,0.100610954,,0.095773886,0.168363621,0.05685209,0.045497,0.04210082,0.04819361,0.04560031,0.226684761,0.141666041,0.16495362,0.191813406,0.016073947,0.009264091,0.280982053,0.175418912,0.019085523,0.074046436,0.145890497,0.045453953,0.28437881,0.051025973,0.008748537,0.17632589,0
BHR,2017,anthropogenic (method 1),0.161777759,0.131275759,,0.094153626,0.16493911,0.0516128,0.04792921,0.04183797,,,,0.149480816,0.15754389,0.1888191,0.012153847,0.006995325,0.245802053,0.144607757,0.036221,0.073033448,0.149480816,0.073027253,0.2521291,0.049626242,0.006979647,0.16703089,0
BRA,2000,anthropogenic (method 1),,15.64214489,16.69926489,,,,,,,,18.88036489,15.48059489,,15.31943489,,,18.87963489,25.89796489,,22.39496489,16.69926489,15.29335489,27.96836489,,,,0.890235108
BRA,2001,anthropogenic (method 1),,16.84799461,17.71573461,,,,,,,,19.76353461,16.23476461,,15.85719461,,,24.30033461,30.30293461,,26.42563461,17.71573461,15.70846461,32.56353461,,,,0.757865389
BRA,2002,anthropogenic (method 1),,18.30208991,19.93628991,,,,,,,,21.87028991,17.27710991,,16.31986991,,,25.75528991,33.86158991,,28.81768991,19.93628991,16.31986991,36.76528991,,,,1.614010089
BRA,2003,anthropogenic (method 1),,20.44353006,19.91713006,,,,,,,,21.92413006,17.37559006,,17.03914006,,,23.34673006,31.81253006,,27.75973006,20.44353006,16.96969006,34.41513006,,,,1.448869943
BRA,2004,anthropogenic (method 1),,17.97064237,19.24154237,,,,,,,,18.67848237,17.51512237,,19.64030237,,,21.03544237,31.09644237,,27.22254237,19.44639237,14.83688237,33.25304237,,,,1.790857631
BRA,2005,anthropogenic (method 1),,19.5568876,20.3957876,,,,,,,,20.1411276,17.7927276,,19.2999876,,,23.5035876,33.7542876,,26.0508876,20.3957876,16.7372276,33.8679876,,,,2.802312403
BRA,2006,anthropogenic (method 1),,29.29147055,18.09747055,,,,,,,,18.03487055,17.51822055,,18.57413055,,,21.95667055,32.34297055,,25.62067055,21.21607055,13.96527055,33.69067055,,,,1.154029449
BRA,2007,anthropogenic (method 1),,36.10279774,19.94539774,,,,,,,,22.57749774,17.73783774,,18.65919774,,,24.96609774,34.65929774,,31.54249774,23.18879774,17.38823774,40.13599774,,,,3.329902265
BRA,2008,anthropogenic (method 1),,42.21602216,20.24542216,,,,,,,,21.14772216,17.69035216,,18.90352216,,,22.58952216,32.06292216,,26.06842216,21.61432216,17.56845216,43.87752216,,,,0.878777837
BRA,2009,anthropogenic (method 1),,41.20264238,18.37628238,,,,,,,,20.60754238,17.58529238,,18.27662238,,,24.65417238,34.07568238,,31.03242238,22.31472738,17.29016238,43.51172238,,,,0.412877615
BRA,2010,anthropogenic (method 1),23.54881192,21.93671192,26.50751192,20.42254192,23.75291192,22.38291192,23.17001192,24.83351192,17.68411192,18.20891192,24.96251192,18.34999192,19.68409192,18.33292192,22.96211192,30.22741192,23.78691192,35.66051192,23.01561192,31.59011192,22.21571192,16.39319192,39.51251192,23.01561192,18.85344192,31.85611192,3.058188078
