Party,Year,Sector,CTE_GOSAT,CTE_SURF,GELCA_SURF,LMDzPYVAR_GOSAT1,LMDzPYVAR_GOSAT2,LMDzPYVAR_GOSAT3,LMDzPYVAR_GOSAT5,LMDzPYVAR_GOSAT6,LMDzPYVAR_SURF1,LMDzPYVAR_SURF2,MIROCv4_SURF,NICAM_SURF,NTF-4DVAR_NIES_GOSAT,NTF-4DVAR_NIES_SURF,TM5-4DVAR_GOSAT1,TM5-4DVAR_GOSAT2,TM5-4DVAR_SURF1,TM5-4DVAR_SURF2,TM5-CAMS_GOSAT,TM5-CAMS_SURF,SURF_med,SURF_min,SURF_max,GOSAT_med,GOSAT_min,GOSAT_max,
RUS,2006,anthropogenic (method 2),,24.03548448,33.93548448,,,,,,,,6.832484479,15.88748448,,16.94798448,,,9.642984479,9.576984479,,27.14848448,,,,,,,
RUS,2007,anthropogenic (method 2),,21.51444966,29.92744966,,,,,,,,6.112449661,17.19944966,,17.44244966,,,10.02744966,10.16544966,,25.73644966,,,,,,,
RUS,2008,anthropogenic (method 2),,22.78047648,32.81247648,,,,,,,,6.791476484,16.55547648,,19.03497648,,,9.697976484,9.905976484,,21.52547648,,,,,,,
RUS,2009,anthropogenic (method 2),,24.09000407,28.80900407,,,,,,,,3.512004068,15.98100407,,19.80950407,,,10.90250407,10.84870407,,22.41500407,,,,,,,
RUS,2010,anthropogenic (method 2),18.49181818,21.28576818,30.80476818,16.20961818,10.22566818,19.95306818,19.87186818,17.19296818,28.37376818,28.02476818,4.974768175,15.44276818,14.53226818,20.32026818,11.40761818,11.11666818,9.891768175,9.216768175,27.09581818,25.58676818,,,,,,,
RUS,2011,anthropogenic (method 2),16.57692999,21.73042999,29.24642999,15.82992999,7.929979993,17.91852999,19.00212999,15.09282999,29.39892999,28.54892999,6.295429993,13.77242999,14.55342999,19.61942999,11.39392999,13.09197999,9.143929993,9.499929993,25.98492999,23.34442999,,,,,,,
RUS,2012,anthropogenic (method 2),17.54860449,20.34195449,29.82995449,16.19945449,9.952254494,17.37405449,19.30855449,15.44435449,29.14595449,27.53695449,5.134954494,16.01795449,16.70295449,22.53395449,9.914454494,10.98725449,8.917954494,9.432954494,24.74960449,22.89895449,,,,,,,
RUS,2013,anthropogenic (method 2),17.77489563,23.03389563,28.12489563,17.59839563,11.46339563,18.76649563,19.72309563,15.95639563,28.03639563,27.47869563,6.562895628,15.11789563,14.61889563,19.80289563,10.20439563,11.08339563,9.446395628,10.23769563,24.81489563,24.35989563,,,,,,,
RUS,2014,anthropogenic (method 2),18.4087247,20.0587247,29.1777247,17.0647247,9.497724699,18.2109247,20.0893247,16.0699247,28.1372247,27.3027247,6.195724699,15.8047247,15.3977247,19.7907247,10.5617247,11.4547247,9.952224699,10.4227247,23.6657247,27.4597247,,,,,,,
RUS,2015,anthropogenic (method 2),18.08307474,22.66457474,31.08557474,15.37707474,9.941574743,18.81937474,20.22877474,16.27037474,30.63607474,28.79907474,7.018574743,14.65857474,13.53257474,21.06757474,12.06607474,11.83657474,10.86407474,10.82707474,26.21507474,18.91457474,,,,,,,
RUS,2016,anthropogenic (method 2),18.61260919,20.82010919,,14.83660919,8.333609195,20.49410919,20.83110919,17.57750919,29.95810919,28.10260919,7.384109195,14.12110919,16.37360919,18.78660919,16.88460919,17.20060919,12.22710919,12.00660919,33.68660919,23.76810919,,,,,,,
RUS,2017,anthropogenic (method 2),16.39516024,15.20816024,,14.48466024,6.469160241,19.48216024,20.87816024,17.51536024,,,,13.73516024,14.84866024,18.45266024,18.26766024,16.27716024,10.70816024,9.522160241,28.69716024,26.09816024,,,,,,,
SAU,2000,anthropogenic (method 2),,1.815060646,2.697960646,,,,,,,,2.313560646,2.983960646,,3.082431746,,,3.360630557,3.002634346,,1.428160646,,,,,,,
SAU,2001,anthropogenic (method 2),,1.899570761,2.446370761,,,,,,,,2.322670761,2.871170761,,3.030360911,,,2.822201743,2.793297611,,1.360070761,,,,,,,
SAU,2002,anthropogenic (method 2),,2.255964295,2.881264295,,,,,,,,2.205564295,2.957964295,,2.981124145,,,2.820848107,2.663151645,,1.534664295,,,,,,,
SAU,2003,anthropogenic (method 2),,2.791634109,3.113434109,,,,,,,,2.515534109,3.233434109,,3.375567659,,,3.033231877,3.159238759,,1.728034109,,,,,,,
SAU,2004,anthropogenic (method 2),,2.01142482,3.00592482,,,,,,,,2.46302482,3.34122482,,3.45256812,,,3.124401497,3.28751002,,1.69732482,,,,,,,
SAU,2005,anthropogenic (method 2),,2.63912099,2.98922099,,,,,,,,2.61032099,3.43152099,,3.58129149,,,2.954705316,3.26940309,,1.66552099,,,,,,,
SAU,2006,anthropogenic (method 2),,2.52975836,2.79065836,,,,,,,,2.61225836,3.37545836,,3.62210556,,,2.98452003,3.07651406,,1.72095836,,,,,,,
SAU,2007,anthropogenic (method 2),,2.544204375,2.867304375,,,,,,,,2.650504375,3.549404375,,3.628433875,,,3.052215404,3.337000375,,1.731804375,,,,,,,
SAU,2008,anthropogenic (method 2),,2.452741844,3.621941844,,,,,,,,2.817241844,3.744041844,,3.852113694,,,3.028338411,3.239639694,,2.217541844,,,,,,,
SAU,2009,anthropogenic (method 2),,1.757480395,3.650680395,,,,,,,,2.500880395,3.600080395,,3.732811395,,,3.025020245,2.870542895,,1.904780395,,,,,,,
SAU,2010,anthropogenic (method 2),2.059966218,2.775498918,3.457098918,2.648704709,3.407581718,2.783932718,2.583281718,2.332850718,2.805177633,2.641711718,2.551498918,3.691698918,3.166245668,3.861145668,0.338674709,0.291721718,3.538377633,3.526411718,1.364266218,1.944498918,,,,,,,
SAU,2011,anthropogenic (method 2),2.642771945,1.963774195,3.293474195,2.801074025,4.393743795,2.989133295,2.482901295,2.273442595,2.75832571,2.610283295,2.586874195,4.320174195,3.876396095,4.521896095,0.319524025,0.373893795,3.39492571,3.844083295,1.557171945,2.026774195,,,,,,,
SAU,2012,anthropogenic (method 2),2.916994704,2.577303804,3.412103804,2.796634612,4.535298704,3.180443204,2.516124204,2.373465204,2.825576821,2.669921204,2.640203804,4.594403804,4.191297254,4.712997254,0.400164612,0.468748704,3.332576821,3.989221204,1.431394704,1.680003804,,,,,,,
SAU,2013,anthropogenic (method 2),3.058424391,2.821705891,3.645605891,2.698464102,4.128408491,3.378716991,2.607614991,2.431933791,2.838572,2.684326491,2.708305891,4.279205891,4.207678341,4.659078341,0.588544102,0.670938491,3.108072,3.650526491,1.442024391,1.580305891,,,,,,,
SAU,2014,anthropogenic (method 2),2.663197454,3.258417254,3.090917254,2.972002461,3.685203954,3.267471454,2.538541454,2.288101454,2.903416919,2.732661954,2.892317254,4.739017254,4.440041404,5.001641404,0.651302461,0.754953954,3.955616919,4.621761954,1.689497454,1.686617254,,,,,,,
SAU,2015,anthropogenic (method 2),2.338448752,3.762810652,3.305410652,2.594835231,4.075569252,3.194301752,2.617782752,2.335214752,2.828221986,2.661248752,2.789110652,4.605010652,4.428037652,4.858937652,0.638045231,0.726519252,3.249821986,3.949848752,0.692638752,1.554510652,,,,,,,
SAU,2016,anthropogenic (method 2),2.048312344,3.557778744,,3.121926962,4.306988844,3.308703344,2.636608344,2.505516344,2.73809641,2.616371844,2.725078744,4.647778744,4.466007494,4.854607494,0.423596962,0.447418844,4.21399641,4.858771844,0.690492344,1.870078744,,,,,,,
SAU,2017,anthropogenic (method 2),2.120872451,4.702355696,,3.052683312,3.972265451,3.102447951,2.763413951,2.504382951,,,,4.903355696,4.391698751,4.853398751,0.334283312,0.355185451,3.841111841,4.243404951,1.139472451,1.794655696,,,,,,,
THA,2000,anthropogenic (method 2),,3.287832831,3.808632831,,,,,,,,4.911432831,5.689032831,,3.733682831,,,4.241082831,3.518882831,,2.739532831,,,,,,,
THA,2001,anthropogenic (method 2),,4.086658392,3.913058392,,,,,,,,5.004858392,5.670258392,,3.643858392,,,3.906158392,3.335858392,,3.119558392,,,,,,,
THA,2002,anthropogenic (method 2),,3.569262671,2.614262671,,,,,,,,4.847062671,4.960062671,,3.542962671,,,3.733162671,3.194362671,,3.203962671,,,,,,,
THA,2003,anthropogenic (method 2),,3.605680811,3.805780811,,,,,,,,4.799180811,5.749680811,,3.563780811,,,4.156180811,3.463780811,,3.146580811,,,,,,,
THA,2004,anthropogenic (method 2),,3.94118762,3.59458762,,,,,,,,4.83118762,4.75788762,,3.65343762,,,3.99883762,3.42983762,,3.60928762,,,,,,,
THA,2005,anthropogenic (method 2),,3.766285884,3.195485884,,,,,,,,5.023885884,5.191985884,,3.669385884,,,4.012685884,3.513985884,,3.151885884,,,,,,,
THA,2006,anthropogenic (method 2),,3.581365323,3.836865323,,,,,,,,4.221065323,4.807865323,,3.734215323,,,4.101615323,3.511915323,,3.294065323,,,,,,,
THA,2007,anthropogenic (method 2),,3.442097388,4.126397388,,,,,,,,4.744297388,4.879797388,,3.834697388,,,4.485797388,4.096397388,,3.260397388,,,,,,,
THA,2008,anthropogenic (method 2),,3.32801437,1.92931437,,,,,,,,4.71391437,4.52721437,,4.05686437,,,4.45206437,4.05596437,,3.70711437,,,,,,,
THA,2009,anthropogenic (method 2),,3.293872275,2.442272275,,,,,,,,4.253372275,4.892372275,,4.034622275,,,4.041822275,3.735622275,,3.041672275,,,,,,,
THA,2010,anthropogenic (method 2),4.183561401,4.486411401,3.200211401,2.071011401,3.985061401,3.928411401,3.468711401,3.227111401,3.119161401,3.203311401,5.204711401,6.258511401,4.186461401,4.519061401,7.250011401,7.126161401,4.932161401,4.563711401,4.007261401,3.220011401,,,,,,,
THA,2011,anthropogenic (method 2),4.06690889,4.77135889,4.01365889,1.58265889,4.38870889,4.13700889,3.45180889,3.38150889,2.95915889,3.15205889,4.65255889,5.52615889,4.24565889,4.55445889,9.50725889,9.38150889,4.86375889,4.40415889,3.81550889,3.25145889,,,,,,,
THA,2012,anthropogenic (method 2),4.459011406,4.360861406,4.241861406,2.134511406,4.397311406,4.044111406,3.430811406,3.349611406,2.907761406,3.153511406,5.031861406,5.540361406,4.347711406,4.809111406,7.814211406,7.742611406,4.882361406,4.506711406,4.108411406,3.682361406,,,,,,,
THA,2013,anthropogenic (method 2),4.023637969,5.147637969,4.783737969,1.969787969,4.875337969,3.982437969,3.471037969,3.321737969,3.054087969,3.331537969,5.551137969,5.135137969,4.336987969,4.678387969,6.589387969,6.470137969,5.139487969,4.737937969,3.858037969,3.346137969,,,,,,,
THA,2014,anthropogenic (method 2),4.484167207,4.798817207,3.617217207,2.306817207,4.809417207,3.888367207,3.445967207,3.275167207,3.091117207,3.296017207,5.119417207,6.268817207,4.382917207,4.751517207,5.899817207,5.758817207,5.003917207,4.773017207,4.007567207,3.840317207,,,,,,,
THA,2015,anthropogenic (method 2),3.950563637,5.852913637,2.902913637,2.361313637,4.444963637,3.735563637,3.435663637,3.232963637,2.642813637,2.796283637,5.776813637,5.759413637,4.406913637,4.405113637,4.815213637,5.032863637,4.643413637,4.464983637,4.515963637,3.526613637,,,,,,,
THA,2016,anthropogenic (method 2),3.856053765,5.940503765,,2.456703765,4.537053765,3.717703765,3.385503765,3.233903765,2.682853765,3.047303765,6.087603765,5.840803765,4.451603765,4.570203765,5.554303765,5.736053765,4.909453765,4.729303765,4.106653765,3.479203765,,,,,,,
THA,2017,anthropogenic (method 2),3.682129627,4.914029627,,2.203329627,4.670029627,3.833079627,3.637379627,3.419179627,,,,5.484029627,4.519279627,4.727779627,7.176829627,7.005729627,4.358779627,4.511279627,4.688729627,3.259429627,,,,,,,
TKM,2000,anthropogenic (method 2),,1.383652269,0.955052269,,,,,,,,1.071852269,1.674152269,,1.471884919,,,1.640705219,2.115610519,,0.623852269,,,,,,,
TKM,2001,anthropogenic (method 2),,1.552800179,1.027200179,,,,,,,,1.192000179,1.803000179,,1.585929329,,,1.322164029,1.805061629,,0.720500179,,,,,,,
TKM,2002,anthropogenic (method 2),,1.683775865,1.208175865,,,,,,,,1.352075865,1.917775865,,1.727176015,,,1.206135015,1.851764515,,0.900275865,,,,,,,
TKM,2003,anthropogenic (method 2),,1.744207513,1.401307513,,,,,,,,1.483907513,1.998307513,,1.921664313,,,1.507248513,2.521939313,,1.164007513,,,,,,,
TKM,2004,anthropogenic (method 2),,1.633021972,1.346021972,,,,,,,,1.308021972,1.961421972,,1.743951572,,,1.400367272,1.914066172,,1.093321972,,,,,,,
TKM,2005,anthropogenic (method 2),,1.764407841,1.457107841,,,,,,,,1.390407841,1.981107841,,1.831031891,,,1.211032891,1.788633091,,1.145907841,,,,,,,
TKM,2006,anthropogenic (method 2),,1.96811737,1.29401737,,,,,,,,1.43271737,2.04031737,,1.88210602,,,1.47555912,2.10262622,,0.95071737,,,,,,,
TKM,2007,anthropogenic (method 2),,1.789893076,1.451193076,,,,,,,,1.413793076,2.047293076,,1.869376776,,,1.201578676,1.645461076,,0.963793076,,,,,,,
TKM,2008,anthropogenic (method 2),,2.261637046,1.555737046,,,,,,,,1.550237046,1.935237046,,2.097725296,,,1.455389596,2.021756796,,1.073937046,,,,,,,
TKM,2009,anthropogenic (method 2),,1.679268767,1.894268767,,,,,,,,1.108968767,1.836268767,,1.679926617,,,1.409928817,1.544150617,,0.841468767,,,,,,,
TKM,2010,anthropogenic (method 2),1.320385428,1.463624028,1.792424028,1.348306778,1.248777428,1.370242928,1.060806928,0.961625328,1.263477478,1.195075928,1.167624028,1.900724028,1.319145578,1.727445578,4.608406778,4.340177428,1.543977478,1.643375928,2.302885428,0.883724028,,,,,,,
TKM,2011,anthropogenic (method 2),1.364308207,1.599794857,1.632194857,1.368126257,1.108297707,1.183809207,0.997059207,0.854315207,1.251036957,1.186536707,1.169494857,1.868094857,1.344338257,1.733038257,3.365926257,3.039597707,1.594736957,1.653636707,2.160108207,0.969794857,,,,,,,
TKM,2012,anthropogenic (method 2),1.443848007,1.562863657,1.633063657,1.377464707,1.114944007,1.261943507,1.024377507,0.906821407,1.259489457,1.193824007,1.236063657,1.816363657,1.487384107,1.849984107,3.525464707,3.332844007,1.603489457,1.776824007,2.649048007,0.869663657,,,,,,,
TKM,2013,anthropogenic (method 2),1.656471202,1.521911552,1.854611552,1.363313352,1.264006702,1.251094202,1.039789202,0.901121202,1.246719702,1.182957202,1.266611552,1.786011552,1.489071452,1.800671452,3.028313352,3.005306702,1.517019702,1.742957202,2.832771202,0.876911552,,,,,,,
TKM,2014,anthropogenic (method 2),1.219641171,1.997077971,1.757877971,1.409835371,1.183429671,1.186090671,1.018509671,0.866023871,1.271520621,1.201999671,1.314977971,1.842777971,1.561225671,1.899425671,2.914335371,2.771329671,1.087620621,1.250099671,2.401441171,0.840277971,,,,,,,
TKM,2015,anthropogenic (method 2),1.06153308,1.69756638,1.77676638,1.35598348,1.04998808,1.16369658,1.03104558,0.87193588,1.26969128,1.20035558,1.31736638,1.83456638,1.53779248,1.82379248,3.49038348,3.38128808,1.20889128,1.35805558,4.17653308,1.04416638,,,,,,,
TKM,2016,anthropogenic (method 2),1.296466082,1.673030582,,1.440353532,1.107028082,1.242012582,1.044470582,0.924992882,1.242993682,1.184172082,1.334930582,1.901230582,1.569963932,1.802463932,2.997453532,2.841328082,1.715793682,1.986172082,4.431566082,1.148930582,,,,,,,
TKM,2017,anthropogenic (method 2),1.19076392,1.58641257,,1.42519982,1.07365642,1.22296292,1.09374692,0.95378692,,,,1.95281257,1.55446602,1.78256602,2.99139982,2.91625642,1.60812002,1.79891092,3.53836392,1.04331257,,,,,,,
USA,2000,anthropogenic (method 2),,25.30776517,25.04376517,,,,,,,,17.96476517,19.76276517,,21.30526517,,,22.34326517,22.17826517,,24.37376517,,,,,,,
USA,2001,anthropogenic (method 2),,24.75050916,28.09750916,,,,,,,,21.64250916,20.71650916,,20.86200916,,,19.77500916,20.79000916,,22.03450916,,,,,,,
USA,2002,anthropogenic (method 2),,25.91513709,27.44613709,,,,,,,,18.56313709,24.08213709,,20.38063709,,,16.88663709,17.93563709,,22.76813709,,,,,,,
USA,2003,anthropogenic (method 2),,26.23904905,27.43604905,,,,,,,,24.90104905,24.45704905,,20.51504905,,,16.98304905,16.59304905,,24.60504905,,,,,,,
USA,2004,anthropogenic (method 2),,26.24945009,26.99245009,,,,,,,,20.72445009,23.70445009,,20.79545009,,,18.11385009,16.94445009,,24.58045009,,,,,,,
USA,2005,anthropogenic (method 2),,20.84508202,29.13708202,,,,,,,,19.62608202,26.20608202,,21.58058202,,,23.55458202,22.77758202,,30.02008202,,,,,,,
USA,2006,anthropogenic (method 2),,18.25633243,24.47533243,,,,,,,,18.44233243,27.32633243,,21.04833243,,,21.34933243,20.68333243,,32.54133243,,,,,,,
USA,2007,anthropogenic (method 2),,24.59377107,24.09977107,,,,,,,,20.49077107,30.97277107,,21.77127107,,,24.80527107,23.30527107,,33.76777107,,,,,,,
USA,2008,anthropogenic (method 2),,24.00760475,24.83360475,,,,,,,,19.82360475,28.65160475,,23.65610475,,,22.42960475,21.58310475,,33.29560475,,,,,,,
USA,2009,anthropogenic (method 2),,23.08632382,24.42432382,,,,,,,,17.89932382,26.18632382,,25.26782382,,,21.47782382,20.55582382,,31.88932382,,,,,,,
USA,2010,anthropogenic (method 2),30.49016284,29.08316284,26.83116284,19.35516284,16.13516284,18.61116284,16.13316284,14.45406284,19.30516284,16.41516284,17.98916284,26.73516284,20.36666284,23.17266284,27.72516284,26.93816284,28.19616284,27.89816284,25.88316284,39.68216284,,,,,,,
USA,2011,anthropogenic (method 2),27.80064469,30.62164469,26.42564469,18.42564469,17.16964469,16.87104469,15.22074469,12.89864469,18.76079469,16.22184469,19.78364469,28.67964469,20.45664469,21.75764469,28.67464469,29.20864469,27.02879469,28.52884469,23.87364469,37.11264469,,,,,,,
USA,2012,anthropogenic (method 2),29.42034433,26.19484433,26.36484433,19.03334433,17.58084433,17.80524433,15.81114433,13.85004433,19.04029433,16.29574433,24.08984433,27.60084433,20.98284433,21.71784433,26.74834433,27.87184433,24.50629433,25.75374433,26.28434433,31.76584433,,,,,,,
USA,2013,anthropogenic (method 2),22.73779076,31.47479076,25.44179076,19.65129076,18.37329076,17.53999076,15.76599076,13.53549076,18.01009076,15.62914076,23.02779076,30.84679076,20.57329076,23.54829076,26.56329076,28.13629076,26.04309076,26.15914076,28.34679076,37.53579076,,,,,,,
USA,2014,anthropogenic (method 2),28.76373588,30.83123588,25.47823588,19.54373588,18.55523588,17.51813588,15.89923588,13.64053588,19.33833588,16.34513588,24.08723588,32.71923588,19.25223588,27.58923588,28.05673588,28.31023588,25.27633588,26.34213588,25.15373588,29.26323588,,,,,,,
USA,2015,anthropogenic (method 2),31.46514427,31.21964427,24.32264427,18.59764427,18.95664427,17.28664427,16.02254427,13.63914427,19.49584427,16.49124427,27.32964427,33.08964427,20.19364427,26.34464427,28.01464427,28.38064427,26.72584427,27.57224427,26.59314427,38.27264427,,,,,,,
USA,2016,anthropogenic (method 2),31.36224917,29.83174917,,19.21524917,18.69124917,18.20254917,16.21514917,14.29354917,18.82699917,16.43314917,26.55974917,33.95874917,18.62674917,29.80074917,26.85624917,28.48324917,22.20099917,23.71814917,22.10124917,31.73974917,,,,,,,
USA,2017,anthropogenic (method 2),26.05160044,34.50110044,,18.64360044,18.97660044,18.81500044,16.86010044,14.86590044,,,,30.44010044,21.53660044,22.32860044,26.92260044,29.84360044,22.06360044,22.48060044,29.39060044,32.55410044,,,,,,,
VEN,2000,anthropogenic (method 2),,-0.262144299,3.780155701,,,,,,,,3.186555701,3.009255701,,2.522455701,,,2.627455701,2.181455701,,2.622455701,,,,,,,
VEN,2001,anthropogenic (method 2),,0.472656344,2.907656344,,,,,,,,2.916556344,2.644956344,,2.514256344,,,2.597856344,2.033356344,,2.941156344,,,,,,,
VEN,2002,anthropogenic (method 2),,0.197398376,2.529398376,,,,,,,,3.540598376,3.601698376,,2.302898376,,,2.497898376,1.719398376,,1.675498376,,,,,,,
VEN,2003,anthropogenic (method 2),,-0.639635539,2.144964461,,,,,,,,3.212964461,3.051664461,,2.151714461,,,1.661314461,1.205314461,,1.790264461,,,,,,,
VEN,2004,anthropogenic (method 2),,-0.131184959,2.136615041,,,,,,,,3.896215041,3.735015041,,2.376415041,,,2.248015041,1.622615041,,1.856815041,,,,,,,
VEN,2005,anthropogenic (method 2),,0.42939338,2.30969338,,,,,,,,3.98649338,3.39739338,,2.44479338,,,2.95929338,1.97769338,,2.05339338,,,,,,,
VEN,2006,anthropogenic (method 2),,0.015905383,3.160705383,,,,,,,,3.141505383,2.993205383,,2.451955383,,,2.728255383,1.727855383,,2.268505383,,,,,,,
VEN,2007,anthropogenic (method 2),,-0.324884679,2.875215321,,,,,,,,3.854515321,3.811515321,,2.430715321,,,2.853415321,1.897615321,,2.016415321,,,,,,,
VEN,2008,anthropogenic (method 2),,0.477845936,3.071645936,,,,,,,,3.181345936,3.494745936,,2.527645936,,,3.156245936,2.247245936,,2.992345936,,,,,,,
VEN,2009,anthropogenic (method 2),,0.796054151,3.179454151,,,,,,,,2.309354151,2.789454151,,2.536104151,,,2.885804151,2.001304151,,3.793854151,,,,,,,
VEN,2010,anthropogenic (method 2),0.814750796,0.202650796,3.126150796,8.143400796,1.819700796,3.250600796,3.018100796,3.039900796,2.506150796,3.241900796,4.973850796,5.450850796,2.451500796,2.586500796,5.677400796,4.836400796,3.201350796,1.737300796,3.995650796,3.334450796,,,,,,,
VEN,2011,anthropogenic (method 2),0.107984113,0.404584113,2.699184113,8.231534113,1.865184113,3.295734113,2.984634113,3.117934113,2.287634113,3.099834113,4.231184113,5.312184113,2.694834113,2.586834113,7.510534113,6.942684113,3.964934113,2.255434113,3.821284113,4.077184113,,,,,,,
VEN,2012,anthropogenic (method 2),0.93160681,0.74435681,2.53965681,8.13415681,2.50125681,3.22590681,2.89440681,3.02160681,2.50265681,3.48490681,4.14715681,4.47015681,2.81575681,2.78975681,6.95115681,5.48615681,3.96585681,2.11910681,5.42340681,5.84615681,,,,,,,
VEN,2013,anthropogenic (method 2),0.540470887,0.642720887,4.554120887,7.030470887,2.385820887,3.389070887,2.979770887,3.122270887,2.365170887,3.571670887,3.191520887,3.755320887,2.584970887,3.075570887,6.915470887,6.074720887,4.070170887,2.114670887,4.511370887,4.800120887,,,,,,,
VEN,2014,anthropogenic (method 2),0.65930246,0.07345246,3.11425246,8.43540246,2.53370246,3.34735246,3.01055246,3.17795246,2.45515246,3.52505246,3.80725246,4.04205246,2.31940246,3.44410246,6.98240246,6.79220246,3.85315246,1.99125246,3.82190246,4.01625246,,,,,,,
VEN,2015,anthropogenic (method 2),0.859230749,0.310530749,2.882030749,6.860930749,2.521030749,3.344030749,3.035630749,3.164830749,2.597680749,3.567080749,4.225130749,4.183130749,2.247930749,3.555330749,6.697930749,6.219830749,3.654080749,1.856280749,5.625930749,2.928130749,,,,,,,
VEN,2016,anthropogenic (method 2),0.838202533,0.027052533,,8.245502533,2.021002533,3.398052533,3.021252533,3.179552533,2.457702533,3.353302533,4.630152533,4.074152533,2.950502533,2.898502533,7.903502533,8.438502533,4.004102533,2.317502533,6.872702533,3.475052533,,,,,,,
VEN,2017,anthropogenic (method 2),0.02068676,-0.36931324,,7.97088676,2.56658676,3.57268676,3.19458676,3.35348676,,,,4.81478676,3.03923676,2.85723676,8.18788676,8.14538676,3.85038676,3.05938676,6.12778676,3.55958676,,,,,,,
ARE,2000,anthropogenic (method 3.1),,0.708659264,1.165439264,,,,,,,,1.116739264,1.151839264,,1.088739264,,,1.050539264,0.992039264,,0.628339264,,,,,,,
ARE,2001,anthropogenic (method 3.1),,0.657114563,1.080554563,,,,,,,,1.079254563,0.985404563,,1.048854563,,,0.899044563,0.900554563,,0.594994563,,,,,,,
ARE,2002,anthropogenic (method 3.1),,0.745654522,1.223974522,,,,,,,,1.066274522,1.066874522,,1.043174522,,,0.921964522,0.893064522,,0.696584522,,,,,,,
ARE,2003,anthropogenic (method 3.1),,0.974570442,1.285010442,,,,,,,,1.153810442,1.193610442,,1.133010442,,,0.985790442,1.021110442,,0.753150442,,,,,,,
ARE,2004,anthropogenic (method 3.1),,0.715639279,1.255689279,,,,,,,,1.157589279,1.133889279,,1.158589279,,,1.027389279,1.075289279,,0.732059279,,,,,,,
ARE,2005,anthropogenic (method 3.1),,0.822337157,1.225587157,,,,,,,,1.180187157,1.101687157,,1.164487157,,,0.934277157,0.993187157,,0.671057157,,,,,,,
ARE,2006,anthropogenic (method 3.1),,0.813063568,1.207963568,,,,,,,,1.229963568,1.144863568,,1.213763568,,,0.896243568,0.940513568,,0.713473568,,,,,,,
ARE,2007,anthropogenic (method 3.1),,0.84174681,1.26641681,,,,,,,,1.25141681,1.23341681,,1.21661681,,,0.93732681,1.02631681,,0.74284681,,,,,,,
ARE,2008,anthropogenic (method 3.1),,0.791885322,1.430415322,,,,,,,,1.294315322,1.264215322,,1.260515322,,,0.965735322,1.006815322,,0.926725322,,,,,,,
ARE,2009,anthropogenic (method 3.1),,0.712837261,1.437077261,,,,,,,,1.229177261,1.233977261,,1.233677261,,,0.969257261,0.927577261,,0.796667261,,,,,,,
ARE,2010,anthropogenic (method 3.1),0.800895595,0.839525595,1.390825595,0.996825595,1.187025595,1.318025595,1.346525595,1.264325595,1.398625595,1.348325595,1.289725595,1.387825595,1.051125595,1.265725595,0.117585595,0.103635595,1.108725595,1.092825595,0.498365595,0.812195595,,,,,,,
ARE,2011,anthropogenic (method 3.1),1.134446771,0.455696771,1.348646771,1.072346771,1.409146771,1.437346771,1.316446771,1.249846771,1.394146771,1.345746771,1.474046771,1.497046771,1.240746771,1.444346771,0.107316771,0.127766771,1.056546771,1.154746771,0.594826771,0.833786771,,,,,,,
ARE,2012,anthropogenic (method 3.1),1.248510309,0.856110309,1.384310309,1.093010309,1.434010309,1.468610309,1.323410309,1.274610309,1.414210309,1.363810309,1.491410309,1.697610309,1.313110309,1.481910309,0.138560309,0.162510309,1.048910309,1.183210309,0.499660309,0.676830309,,,,,,,
ARE,2013,anthropogenic (method 3.1),1.349564075,0.988694075,1.445064075,1.103264075,1.357264075,1.485164075,1.347264075,1.282664075,1.415564075,1.365664075,1.530964075,1.651464075,1.311264075,1.459264075,0.158444075,0.167364075,0.967934075,1.095664075,0.474624075,0.631194075,,,,,,,
ARE,2014,anthropogenic (method 3.1),1.182803335,0.850533335,1.291103335,1.158603335,1.325003335,1.506003335,1.334003335,1.254603335,1.432703335,1.378903335,1.602003335,1.675403335,1.389103335,1.565003335,0.167033335,0.183973335,1.157203335,1.298103335,0.584423335,0.695593335,,,,,,,
ARE,2015,anthropogenic (method 3.1),1.089568086,0.844438086,1.353568086,1.083268086,1.373268086,1.487768086,1.357868086,1.269368086,1.406868086,1.354468086,1.598968086,1.606568086,1.383068086,1.532868086,0.217478086,0.244858086,1.040768086,1.214868086,0.225898086,0.555488086,,,,,,,
ARE,2016,anthropogenic (method 3.1),1.211519879,0.933709879,,1.195519879,1.408419879,1.494219879,1.357719879,1.311619879,1.384119879,1.346419879,1.604319879,1.613919879,1.398819879,1.524219879,0.137999879,0.141459879,1.293219879,1.436619879,0.216929879,0.702599879,,,,,,,
ARE,2017,anthropogenic (method 3.1),1.139883036,1.220583036,,1.178483036,1.381683036,1.430883036,1.396283036,1.308483036,,,,1.631683036,1.369183036,1.514783036,0.113923036,0.119123036,1.165083036,1.245683036,0.349563036,0.743343036,,,,,,,
ARG,2000,anthropogenic (method 3.1),,3.619384665,4.102584665,,,,,,,,4.442484665,3.337784665,,4.769284665,,,2.744884665,4.066684665,,2.307184665,,,,,,,
ARG,2001,anthropogenic (method 3.1),,2.734796938,3.767596938,,,,,,,,4.928896938,3.917496938,,4.937896938,,,4.000796938,5.004896938,,2.547696938,,,,,,,
ARG,2002,anthropogenic (method 3.1),,2.750170484,3.829070484,,,,,,,,5.495070484,4.926070484,,5.906070484,,,3.473570484,5.094070484,,2.767270484,,,,,,,
